Bacteria,,,,,,Fungi,,,,
Days,group,Sample,Inheritance,SumGroup,,Days,group,Sample,Inheritance,SumGroup
90,Early successional,C3_G_90_7B,Transient,0,,90,Early successional,C3_G_90_4F,Non-inherited,0.022610921
90,Early successional,C3_G_90_8B,Inherited,0,,90,Early successional,C3_G_90_4F,Transient,0.026450512
90,Early successional,C3_G_90_8B,Non-inherited,0,,90,Early successional,C3_G_90_5F,Inherited,0.932692308
90,Early successional,C3_G_90_8B,Transient,0.015427415,,90,Early successional,C3_G_90_5F,Non-inherited,0.011363636
90,Early successional,C3_G_90_9B,Inherited,0.045123998,,90,Early successional,C3_G_90_5F,Transient,0.032051282
90,Early successional,C3_G_90_9B,Non-inherited,0,,90,Early successional,C3_G_90_6F,Inherited,0.935655253
90,Early successional,C3_G_90_9B,Transient,0,,90,Early successional,C3_G_90_6F,Non-inherited,0.015348288
90,Late successional,A1_G_90_1B,Inherited,0.839710281,,90,Early successional,C3_G_90_6F,Transient,0.007674143
90,Late successional,A1_G_90_1B,Non-inherited,0,,90,Early successional,C3_G_90_7F,Inherited,0.941866738
90,Late successional,A1_G_90_1B,Transient,0.014328452,,90,Early successional,C3_G_90_7F,Non-inherited,0.004585919
90,Late successional,A1_G_90_2B,Inherited,0.594625371,,90,Early successional,C3_G_90_7F,Transient,0.011869437
90,Late successional,A1_G_90_2B,Non-inherited,0,,90,Early successional,C3_G_90_8F,Inherited,0.639761647
90,Late successional,A1_G_90_2B,Transient,0.038487816,,90,Early successional,C3_G_90_8F,Non-inherited,0.007042254
90,Late successional,A1_G_90_3B,Inherited,0.979274611,,90,Early successional,C3_G_90_8F,Transient,0.007042253
90,Late successional,A1_G_90_3B,Non-inherited,0,,90,Early successional,C3_G_90_9F,Inherited,0.072802533
90,Late successional,A1_G_90_3B,Transient,0,,90,Early successional,C3_G_90_9F,Non-inherited,0.002313124
90,Late successional,A1_G_90_4B,Inherited,0.791893152,,90,Early successional,C3_G_90_9F,Transient,0.918675431
90,Late successional,A1_G_90_4B,Non-inherited,0,,90,Late successional,A1_G_90_1F,Inherited,0.031425841
90,Late successional,A1_G_90_4B,Transient,0.043950924,,90,Late successional,A1_G_90_1F,Non-inherited,0
90,Late successional,A1_G_90_5B,Inherited,0.144165297,,90,Late successional,A1_G_90_1F,Transient,0.002548041
90,Late successional,A1_G_90_5B,Non-inherited,0,,90,Late successional,A1_G_90_2F,Inherited,0.017067563
90,Late successional,A1_G_90_5B,Transient,0.682319793,,90,Late successional,A1_G_90_2F,Non-inherited,0
90,Late successional,A1_G_90_6B,Inherited,0.395679253,,90,Late successional,A1_G_90_2F,Transient,0
90,Late successional,A1_G_90_6B,Non-inherited,0,,90,Late successional,A1_G_90_3F,Inherited,0.002478018
90,Late successional,A1_G_90_6B,Transient,0.06150253,,90,Late successional,A1_G_90_3F,Non-inherited,0
90,Late successional,A1_G_90_7B,Inherited,0.15794621,,90,Late successional,A1_G_90_3F,Transient,0
90,Late successional,A1_G_90_7B,Non-inherited,0,,90,Late successional,A1_G_90_4F,Inherited,0
90,Late successional,A1_G_90_7B,Transient,0,,90,Late successional,A1_G_90_4F,Non-inherited,0
90,Late successional,A1_G_90_8B,Inherited,0.222825244,,90,Late successional,A1_G_90_4F,Transient,0.003288051
90,Late successional,A1_G_90_8B,Non-inherited,0,,90,Late successional,A1_G_90_5F,Inherited,0.005065856
90,Late successional,A1_G_90_8B,Transient,0.083888976,,90,Late successional,A1_G_90_5F,Non-inherited,0
90,Late successional,A1_G_90_9B,Inherited,0.476781933,,90,Late successional,A1_G_90_5F,Transient,0.009371834
90,Late successional,A1_G_90_9B,Non-inherited,0,,90,Late successional,A1_G_90_6F,Inherited,0.354139116
90,Late successional,A1_G_90_9B,Transient,0.012844037,,90,Late successional,A1_G_90_6F,Non-inherited,0.002909283
90,Late successional,B2_G_90_1B,Inherited,0.011559433,,90,Late successional,A1_G_90_6F,Transient,0.004319845
90,Late successional,B2_G_90_1B,Non-inherited,0,,90,Late successional,A1_G_90_7F,Inherited,0.20883786
90,Late successional,B2_G_90_1B,Transient,0,,90,Late successional,A1_G_90_7F,Non-inherited,0
90,Late successional,B2_G_90_2B,Inherited,0.485714286,,90,Late successional,A1_G_90_7F,Transient,0.004004052
90,Late successional,B2_G_90_2B,Non-inherited,0,,90,Late successional,A1_G_90_8F,Inherited,0.002525846
90,Late successional,B2_G_90_2B,Transient,0,,90,Late successional,A1_G_90_8F,Non-inherited,0
90,Late successional,B2_G_90_3B,Inherited,0.388074534,,90,Late successional,A1_G_90_8F,Transient,0
90,Late successional,B2_G_90_3B,Non-inherited,0,,90,Late successional,A1_G_90_9F,Inherited,0.068612053
90,Late successional,B2_G_90_3B,Transient,0,,90,Late successional,A1_G_90_9F,Non-inherited,0
90,Late successional,B2_G_90_4B,Inherited,0.55222337,,90,Late successional,A1_G_90_9F,Transient,0
90,Late successional,B2_G_90_4B,Non-inherited,0,,90,Late successional,B2_G_90_1F,Inherited,0.010085001
90,Late successional,B2_G_90_4B,Transient,0,,90,Late successional,B2_G_90_1F,Non-inherited,0
90,Late successional,B2_G_90_5B,Inherited,0.252742869,,90,Late successional,B2_G_90_1F,Transient,0.000648322
90,Late successional,B2_G_90_5B,Non-inherited,0,,90,Late successional,B2_G_90_2F,Inherited,0.005286658
90,Late successional,B2_G_90_5B,Transient,0,,90,Late successional,B2_G_90_2F,Non-inherited,0
90,Late successional,B2_G_90_6B,Inherited,0.360507534,,90,Late successional,B2_G_90_2F,Transient,0.000464369
90,Late successional,B2_G_90_6B,Non-inherited,0,,90,Late successional,B2_G_90_3F,Inherited,0.002320515
90,Late successional,B2_G_90_6B,Transient,0,,90,Late successional,B2_G_90_3F,Non-inherited,0
90,Late successional,B2_G_90_7B,Inherited,0.282913639,,90,Late successional,B2_G_90_3F,Transient,0
90,Late successional,B2_G_90_7B,Non-inherited,0,,90,Late successional,B2_G_90_4F,Inherited,0.01653814
90,Late successional,B2_G_90_7B,Transient,0,,90,Late successional,B2_G_90_4F,Non-inherited,0
90,Late successional,B2_G_90_8B,Inherited,0.683295783,,90,Late successional,B2_G_90_4F,Transient,0
90,Late successional,B2_G_90_8B,Non-inherited,0,,90,Late successional,B2_G_90_5F,Inherited,0.017719568
90,Late successional,B2_G_90_8B,Transient,0,,90,Late successional,B2_G_90_5F,Non-inherited,0
90,Late successional,B2_G_90_9B,Inherited,0.526522187,,90,Late successional,B2_G_90_5F,Transient,0
90,Late successional,B2_G_90_9B,Non-inherited,0,,90,Late successional,B2_G_90_6F,Inherited,0.004880935
90,Late successional,B2_G_90_9B,Transient,0,,90,Late successional,B2_G_90_6F,Non-inherited,0.012572105
90,Late successional,C3_G_90_1B,Inherited,0.25032175,,90,Late successional,B2_G_90_6F,Transient,0
90,Late successional,C3_G_90_1B,Non-inherited,0,,90,Late successional,B2_G_90_7F,Inherited,0.198662207
90,Late successional,C3_G_90_1B,Transient,0.036679537,,90,Late successional,B2_G_90_7F,Non-inherited,0
90,Late successional,C3_G_90_2B,Inherited,0.259827422,,90,Late successional,B2_G_90_7F,Transient,0.008361204
90,Late successional,C3_G_90_2B,Non-inherited,0,,90,Late successional,B2_G_90_8F,Inherited,0.005148514
90,Late successional,C3_G_90_2B,Transient,0,,90,Late successional,B2_G_90_8F,Non-inherited,0
90,Late successional,C3_G_90_3B,Inherited,0.07996002,,90,Late successional,B2_G_90_8F,Transient,0
90,Late successional,C3_G_90_3B,Non-inherited,0,,90,Late successional,B2_G_90_9F,Inherited,0.023791855
90,Late successional,C3_G_90_3B,Transient,0.019990005,,90,Late successional,B2_G_90_9F,Non-inherited,0
90,Late successional,C3_G_90_4B,Inherited,0.643675299,,90,Late successional,B2_G_90_9F,Transient,0.000742131
90,Late successional,C3_G_90_4B,Non-inherited,0,,90,Late successional,C3_G_90_1F,Inherited,0.000127
90,Late successional,C3_G_90_4B,Transient,0,,90,Late successional,C3_G_90_1F,Non-inherited,0
90,Late successional,C3_G_90_5B,Inherited,0.198821797,,90,Late successional,C3_G_90_1F,Transient,0
90,Late successional,C3_G_90_5B,Non-inherited,0,,90,Late successional,C3_G_90_2F,Inherited,0.00832755
90,Late successional,C3_G_90_5B,Transient,0,,90,Late successional,C3_G_90_2F,Non-inherited,0
90,Late successional,C3_G_90_6B,Inherited,0.255778895,,90,Late successional,C3_G_90_2F,Transient,0.004510756
90,Late successional,C3_G_90_6B,Non-inherited,0,,90,Late successional,C3_G_90_3F,Inherited,0.059654631
90,Late successional,C3_G_90_6B,Transient,0,,90,Late successional,C3_G_90_3F,Non-inherited,0
90,Late successional,C3_G_90_7B,Inherited,0.315521628,,90,Late successional,C3_G_90_3F,Transient,0.007456829
90,Late successional,C3_G_90_7B,Non-inherited,0,,90,Late successional,C3_G_90_4F,Inherited,0.007679181
90,Late successional,C3_G_90_7B,Transient,0,,90,Late successional,C3_G_90_4F,Non-inherited,0
90,Late successional,C3_G_90_8B,Inherited,0.104704097,,90,Late successional,C3_G_90_4F,Transient,0.001279863
90,Late successional,C3_G_90_8B,Non-inherited,0,,90,Late successional,C3_G_90_5F,Inherited,0.011072261
90,Late successional,C3_G_90_8B,Transient,0.089276682,,90,Late successional,C3_G_90_5F,Non-inherited,0
90,Late successional,C3_G_90_9B,Inherited,0.144135745,,90,Late successional,C3_G_90_5F,Transient,0
90,Late successional,C3_G_90_9B,Non-inherited,0,,90,Late successional,C3_G_90_6F,Inherited,0
90,Late successional,C3_G_90_9B,Transient,0,,90,Late successional,C3_G_90_6F,Non-inherited,0
90,Mid-successional / No trend,A1_G_90_1B,Inherited,0.073531727,,90,Late successional,C3_G_90_6F,Transient,0.020365998
90,Mid-successional / No trend,A1_G_90_1B,Non-inherited,0,,90,Late successional,C3_G_90_7F,Inherited,0
90,Mid-successional / No trend,A1_G_90_1B,Transient,0,,90,Late successional,C3_G_90_7F,Non-inherited,0
90,Mid-successional / No trend,A1_G_90_2B,Inherited,0.08358005,,90,Late successional,C3_G_90_7F,Transient,0
90,Mid-successional / No trend,A1_G_90_2B,Non-inherited,0,,90,Late successional,C3_G_90_8F,Inherited,0.076652221
90,Mid-successional / No trend,A1_G_90_2B,Transient,0,,90,Late successional,C3_G_90_8F,Non-inherited,0
90,Mid-successional / No trend,A1_G_90_3B,Inherited,0,,90,Late successional,C3_G_90_8F,Transient,0
90,Mid-successional / No trend,A1_G_90_3B,Non-inherited,0,,90,Late successional,C3_G_90_9F,Inherited,0.005478452
90,Mid-successional / No trend,A1_G_90_3B,Transient,0,,90,Late successional,C3_G_90_9F,Non-inherited,0
90,Mid-successional / No trend,A1_G_90_4B,Inherited,0.121758037,,90,Late successional,C3_G_90_9F,Transient,0.00073046
90,Mid-successional / No trend,A1_G_90_4B,Non-inherited,0,,90,Mid-successional / No trend,A1_G_90_1F,Inherited,0.023463213
90,Mid-successional / No trend,A1_G_90_4B,Transient,0,,90,Mid-successional / No trend,A1_G_90_1F,Non-inherited,0
90,Mid-successional / No trend,A1_G_90_5B,Inherited,0.107067387,,90,Mid-successional / No trend,A1_G_90_1F,Transient,0.001061684
90,Mid-successional / No trend,A1_G_90_5B,Non-inherited,0,,90,Mid-successional / No trend,A1_G_90_2F,Inherited,0.019897418
90,Mid-successional / No trend,A1_G_90_5B,Transient,0,,90,Mid-successional / No trend,A1_G_90_2F,Non-inherited,0
90,Mid-successional / No trend,A1_G_90_6B,Inherited,0.374659401,,90,Mid-successional / No trend,A1_G_90_2F,Transient,0.001061196
90,Mid-successional / No trend,A1_G_90_6B,Non-inherited,0,,90,Mid-successional / No trend,A1_G_90_3F,Inherited,0.00343725
90,Mid-successional / No trend,A1_G_90_6B,Transient,0,,90,Mid-successional / No trend,A1_G_90_3F,Non-inherited,0
90,Mid-successional / No trend,A1_G_90_7B,Inherited,0.011572942,,90,Mid-successional / No trend,A1_G_90_3F,Transient,0.001119105
90,Mid-successional / No trend,A1_G_90_7B,Non-inherited,0,,90,Mid-successional / No trend,A1_G_90_4F,Inherited,0.036601194
90,Mid-successional / No trend,A1_G_90_7B,Transient,0,,90,Mid-successional / No trend,A1_G_90_4F,Non-inherited,0
90,Mid-successional / No trend,A1_G_90_8B,Inherited,0.125755931,,90,Mid-successional / No trend,A1_G_90_4F,Transient,0
90,Mid-successional / No trend,A1_G_90_8B,Non-inherited,0,,90,Mid-successional / No trend,A1_G_90_5F,Inherited,0.02887538
90,Mid-successional / No trend,A1_G_90_8B,Transient,0.006357575,,90,Mid-successional / No trend,A1_G_90_5F,Non-inherited,0
90,Mid-successional / No trend,A1_G_90_9B,Inherited,0.274805928,,90,Mid-successional / No trend,A1_G_90_5F,Transient,0.007092199
90,Mid-successional / No trend,A1_G_90_9B,Non-inherited,0,,90,Mid-successional / No trend,A1_G_90_6F,Inherited,0.04460901
90,Mid-successional / No trend,A1_G_90_9B,Transient,0,,90,Mid-successional / No trend,A1_G_90_6F,Non-inherited,0.002027682
90,Mid-successional / No trend,B2_G_90_1B,Inherited,0.21046892,,90,Mid-successional / No trend,A1_G_90_6F,Transient,0
90,Mid-successional / No trend,B2_G_90_1B,Non-inherited,0,,90,Mid-successional / No trend,A1_G_90_7F,Inherited,0.036036471
90,Mid-successional / No trend,B2_G_90_1B,Transient,0,,90,Mid-successional / No trend,A1_G_90_7F,Non-inherited,0
90,Mid-successional / No trend,B2_G_90_2B,Inherited,0,,90,Mid-successional / No trend,A1_G_90_7F,Transient,0.012735781
90,Mid-successional / No trend,B2_G_90_2B,Non-inherited,0,,90,Mid-successional / No trend,A1_G_90_8F,Inherited,0.000469925
90,Mid-successional / No trend,B2_G_90_2B,Transient,0,,90,Mid-successional / No trend,A1_G_90_8F,Non-inherited,0
90,Mid-successional / No trend,B2_G_90_3B,Inherited,0.282236025,,90,Mid-successional / No trend,A1_G_90_8F,Transient,0
90,Mid-successional / No trend,B2_G_90_3B,Non-inherited,0,,90,Mid-successional / No trend,A1_G_90_9F,Inherited,0.069438704
90,Mid-successional / No trend,B2_G_90_3B,Transient,0,,90,Mid-successional / No trend,A1_G_90_9F,Non-inherited,0
90,Mid-successional / No trend,B2_G_90_4B,Inherited,0.374870734,,90,Mid-successional / No trend,A1_G_90_9F,Transient,0
90,Mid-successional / No trend,B2_G_90_4B,Non-inherited,0,,90,Mid-successional / No trend,B2_G_90_1F,Inherited,0.002665322
90,Mid-successional / No trend,B2_G_90_4B,Transient,0,,90,Mid-successional / No trend,B2_G_90_1F,Non-inherited,0.001440715
90,Mid-successional / No trend,B2_G_90_5B,Inherited,0.110712148,,90,Mid-successional / No trend,B2_G_90_1F,Transient,0.002881429
90,Mid-successional / No trend,B2_G_90_5B,Non-inherited,0,,90,Mid-successional / No trend,B2_G_90_2F,Inherited,0.23604215
90,Mid-successional / No trend,B2_G_90_5B,Transient,0,,90,Mid-successional / No trend,B2_G_90_2F,Non-inherited,0.000142883
90,Mid-successional / No trend,B2_G_90_6B,Inherited,0.129579699,,90,Mid-successional / No trend,B2_G_90_2F,Transient,0.000214324
90,Mid-successional / No trend,B2_G_90_6B,Non-inherited,0,,90,Mid-successional / No trend,B2_G_90_3F,Inherited,0
90,Mid-successional / No trend,B2_G_90_6B,Transient,0,,90,Mid-successional / No trend,B2_G_90_3F,Non-inherited,0
90,Mid-successional / No trend,B2_G_90_7B,Inherited,0.205847558,,90,Mid-successional / No trend,B2_G_90_3F,Transient,0.001136579
90,Mid-successional / No trend,B2_G_90_7B,Non-inherited,0,,90,Mid-successional / No trend,B2_G_90_4F,Inherited,0.110471058
90,Mid-successional / No trend,B2_G_90_7B,Transient,0,,90,Mid-successional / No trend,B2_G_90_4F,Non-inherited,0
90,Mid-successional / No trend,B2_G_90_8B,Inherited,0.06308336,,90,Mid-successional / No trend,B2_G_90_4F,Transient,0.002229862
90,Mid-successional / No trend,B2_G_90_8B,Non-inherited,0,,90,Mid-successional / No trend,B2_G_90_5F,Inherited,0
90,Mid-successional / No trend,B2_G_90_8B,Transient,0,,90,Mid-successional / No trend,B2_G_90_5F,Non-inherited,0
90,Mid-successional / No trend,B2_G_90_9B,Inherited,0.061919505,,90,Mid-successional / No trend,B2_G_90_5F,Transient,0
90,Mid-successional / No trend,B2_G_90_9B,Non-inherited,0,,90,Mid-successional / No trend,B2_G_90_6F,Inherited,0.010279544
90,Mid-successional / No trend,B2_G_90_9B,Transient,0,,90,Mid-successional / No trend,B2_G_90_6F,Non-inherited,0
90,Mid-successional / No trend,C3_G_90_1B,Inherited,0.148005148,,90,Mid-successional / No trend,B2_G_90_6F,Transient,0.00103535
90,Mid-successional / No trend,C3_G_90_1B,Non-inherited,0,,90,Mid-successional / No trend,B2_G_90_7F,Inherited,0.134113712
90,Mid-successional / No trend,C3_G_90_1B,Transient,0,,90,Mid-successional / No trend,B2_G_90_7F,Non-inherited,0
90,Mid-successional / No trend,C3_G_90_2B,Inherited,0.192713327,,90,Mid-successional / No trend,B2_G_90_7F,Transient,0.013043478
90,Mid-successional / No trend,C3_G_90_2B,Non-inherited,0,,90,Mid-successional / No trend,B2_G_90_8F,Inherited,0.047355021
90,Mid-successional / No trend,C3_G_90_2B,Transient,0,,90,Mid-successional / No trend,B2_G_90_8F,Non-inherited,0
90,Mid-successional / No trend,C3_G_90_3B,Inherited,0.585207396,,90,Mid-successional / No trend,B2_G_90_8F,Transient,0
90,Mid-successional / No trend,C3_G_90_3B,Non-inherited,0,,90,Mid-successional / No trend,B2_G_90_9F,Inherited,0.002968524
90,Mid-successional / No trend,C3_G_90_3B,Transient,0,,90,Mid-successional / No trend,B2_G_90_9F,Non-inherited,0
90,Mid-successional / No trend,C3_G_90_4B,Inherited,0.193974104,,90,Mid-successional / No trend,B2_G_90_9F,Transient,0
90,Mid-successional / No trend,C3_G_90_4B,Non-inherited,0,,90,Mid-successional / No trend,C3_G_90_1F,Inherited,0.003048006
90,Mid-successional / No trend,C3_G_90_4B,Transient,0,,90,Mid-successional / No trend,C3_G_90_1F,Non-inherited,0
90,Mid-successional / No trend,C3_G_90_5B,Inherited,0.319587629,,90,Mid-successional / No trend,C3_G_90_1F,Transient,0
90,Mid-successional / No trend,C3_G_90_5B,Non-inherited,0,,90,Mid-successional / No trend,C3_G_90_2F,Inherited,0.014226231
90,Mid-successional / No trend,C3_G_90_5B,Transient,0,,90,Mid-successional / No trend,C3_G_90_2F,Non-inherited,0
90,Mid-successional / No trend,C3_G_90_6B,Inherited,0.219095477,,90,Mid-successional / No trend,C3_G_90_2F,Transient,0
90,Mid-successional / No trend,C3_G_90_6B,Non-inherited,0,,90,Mid-successional / No trend,C3_G_90_3F,Inherited,0.01255887
90,Mid-successional / No trend,C3_G_90_6B,Transient,0,,90,Mid-successional / No trend,C3_G_90_3F,Non-inherited,0
90,Mid-successional / No trend,C3_G_90_7B,Inherited,0.351145038,,90,Mid-successional / No trend,C3_G_90_3F,Transient,0.001569859
90,Mid-successional / No trend,C3_G_90_7B,Non-inherited,0,,90,Mid-successional / No trend,C3_G_90_4F,Inherited,0.005972696
90,Mid-successional / No trend,C3_G_90_7B,Transient,0,,90,Mid-successional / No trend,C3_G_90_4F,Non-inherited,0
90,Mid-successional / No trend,C3_G_90_8B,Inherited,0.790591806,,90,Mid-successional / No trend,C3_G_90_4F,Transient,0
90,Mid-successional / No trend,C3_G_90_8B,Non-inherited,0,,90,Mid-successional / No trend,C3_G_90_5F,Inherited,0.006410256
90,Mid-successional / No trend,C3_G_90_8B,Transient,0,,90,Mid-successional / No trend,C3_G_90_5F,Non-inherited,0
90,Mid-successional / No trend,C3_G_90_9B,Inherited,0.80029834,,90,Mid-successional / No trend,C3_G_90_5F,Transient,0.006410256
90,Mid-successional / No trend,C3_G_90_9B,Non-inherited,0,,90,Mid-successional / No trend,C3_G_90_6F,Inherited,0.020956316
90,Mid-successional / No trend,C3_G_90_9B,Transient,0.010441917,,90,Mid-successional / No trend,C3_G_90_6F,Non-inherited,0
90,NA,A1_G_90_1B,Transient,0,,90,Mid-successional / No trend,C3_G_90_6F,Transient,0
90,NA,A1_G_90_2B,Transient,0,,90,Mid-successional / No trend,C3_G_90_7F,Inherited,0.041677907
90,NA,A1_G_90_3B,Transient,0,,90,Mid-successional / No trend,C3_G_90_7F,Non-inherited,0
90,NA,A1_G_90_4B,Transient,0,,90,Mid-successional / No trend,C3_G_90_7F,Transient,0
90,NA,A1_G_90_5B,Transient,0,,90,Mid-successional / No trend,C3_G_90_8F,Inherited,0.269501625
90,NA,A1_G_90_6B,Transient,0,,90,Mid-successional / No trend,C3_G_90_8F,Non-inherited,0
90,NA,A1_G_90_7B,Transient,0,,90,Mid-successional / No trend,C3_G_90_8F,Transient,0
90,NA,A1_G_90_8B,Transient,0,,90,Mid-successional / No trend,C3_G_90_9F,Inherited,0
90,NA,A1_G_90_9B,Transient,0,,90,Mid-successional / No trend,C3_G_90_9F,Non-inherited,0
90,NA,B2_G_90_1B,Transient,0,,90,Mid-successional / No trend,C3_G_90_9F,Transient,0
90,NA,B2_G_90_2B,Transient,0,,90,NA,A1_G_90_1F,Transient,0
90,NA,B2_G_90_3B,Transient,0,,90,NA,A1_G_90_2F,Transient,0
90,NA,B2_G_90_4B,Transient,0,,90,NA,A1_G_90_3F,Transient,0
90,NA,B2_G_90_5B,Transient,0,,90,NA,A1_G_90_4F,Transient,0
90,NA,B2_G_90_6B,Transient,0,,90,NA,A1_G_90_5F,Transient,0
90,NA,B2_G_90_7B,Transient,0,,90,NA,A1_G_90_6F,Transient,0
90,NA,B2_G_90_8B,Transient,0,,90,NA,A1_G_90_7F,Transient,0
90,NA,B2_G_90_9B,Transient,0,,90,NA,A1_G_90_8F,Transient,0
90,NA,C3_G_90_1B,Transient,0,,90,NA,A1_G_90_9F,Transient,0
90,NA,C3_G_90_2B,Transient,0,,90,NA,B2_G_90_1F,Transient,0
90,NA,C3_G_90_3B,Transient,0,,90,NA,B2_G_90_2F,Transient,0
90,NA,C3_G_90_4B,Transient,0,,90,NA,B2_G_90_3F,Transient,0
90,NA,C3_G_90_5B,Transient,0,,90,NA,B2_G_90_4F,Transient,0
90,NA,C3_G_90_6B,Transient,0,,90,NA,B2_G_90_5F,Transient,0
90,NA,C3_G_90_7B,Transient,0,,90,NA,B2_G_90_6F,Transient,0
90,NA,C3_G_90_8B,Transient,0,,90,NA,B2_G_90_7F,Transient,0
90,NA,C3_G_90_9B,Transient,0,,90,NA,B2_G_90_8F,Transient,0
106,Early successional,A1_G_106_1B,Inherited,0.070132642,,90,NA,B2_G_90_9F,Transient,0
106,Early successional,A1_G_106_1B,Non-inherited,0.028205519,,90,NA,C3_G_90_1F,Transient,0
106,Early successional,A1_G_106_1B,Transient,0,,90,NA,C3_G_90_2F,Transient,0
106,Early successional,A1_G_106_2B,Inherited,0.070788196,,90,NA,C3_G_90_3F,Transient,0
106,Early successional,A1_G_106_2B,Non-inherited,0.040343669,,90,NA,C3_G_90_4F,Transient,0
106,Early successional,A1_G_106_2B,Transient,0,,90,NA,C3_G_90_5F,Transient,0
106,Early successional,A1_G_106_3B,Inherited,0.029104605,,90,NA,C3_G_90_6F,Transient,0
106,Early successional,A1_G_106_3B,Non-inherited,0.057181989,,90,NA,C3_G_90_7F,Transient,0
106,Early successional,A1_G_106_3B,Transient,0,,90,NA,C3_G_90_8F,Transient,0
106,Early successional,A1_G_106_4B,Inherited,0.132939059,,90,NA,C3_G_90_9F,Transient,0
106,Early successional,A1_G_106_4B,Non-inherited,0,,106,Early successional,A1_G_106_1F,Inherited,0.049374195
106,Early successional,A1_G_106_4B,Transient,0,,106,Early successional,A1_G_106_1F,Non-inherited,0.001472483
106,Early successional,A1_G_106_5B,Inherited,0.468387579,,106,Early successional,A1_G_106_1F,Transient,0.001978649
106,Early successional,A1_G_106_5B,Non-inherited,0.036288814,,106,Early successional,A1_G_106_2F,Inherited,0.012039597
106,Early successional,A1_G_106_5B,Transient,0.000935279,,106,Early successional,A1_G_106_2F,Non-inherited,0.001248551
106,Early successional,A1_G_106_6B,Inherited,0,,106,Early successional,A1_G_106_2F,Transient,0.003924017
106,Early successional,A1_G_106_6B,Non-inherited,0,,106,Early successional,A1_G_106_3F,Inherited,0.072444808
106,Early successional,A1_G_106_6B,Transient,0,,106,Early successional,A1_G_106_3F,Non-inherited,0.001144726
106,Early successional,A1_G_106_7B,Inherited,0.133598468,,106,Early successional,A1_G_106_3F,Transient,0.011692559
106,Early successional,A1_G_106_7B,Non-inherited,0,,106,Early successional,A1_G_106_4F,Inherited,0.022561424
106,Early successional,A1_G_106_7B,Transient,0,,106,Early successional,A1_G_106_4F,Non-inherited,0.000200844
106,Early successional,A1_G_106_8B,Inherited,0.014166002,,106,Early successional,A1_G_106_4F,Transient,0.007029523
106,Early successional,A1_G_106_8B,Non-inherited,0,,106,Early successional,A1_G_106_5F,Inherited,0.842986549
106,Early successional,A1_G_106_8B,Transient,0,,106,Early successional,A1_G_106_5F,Non-inherited,0.001921493
106,Early successional,A1_G_106_9B,Inherited,0.029680365,,106,Early successional,A1_G_106_5F,Transient,0.039802362
106,Early successional,A1_G_106_9B,Non-inherited,0,,106,Early successional,A1_G_106_6F,Inherited,0.104515342
106,Early successional,A1_G_106_9B,Transient,0,,106,Early successional,A1_G_106_6F,Non-inherited,0.000871688
106,Early successional,B2_G_106_1B,Inherited,0,,106,Early successional,A1_G_106_6F,Transient,0.031816597
106,Early successional,B2_G_106_1B,Non-inherited,0.021029732,,106,Early successional,A1_G_106_7F,Inherited,0.046365423
106,Early successional,B2_G_106_1B,Transient,0.002175489,,106,Early successional,A1_G_106_7F,Non-inherited,0.026129666
106,Early successional,B2_G_106_2B,Inherited,0.047619048,,106,Early successional,A1_G_106_7F,Transient,0.360838245
106,Early successional,B2_G_106_2B,Non-inherited,0,,106,Early successional,A1_G_106_8F,Inherited,0.04280279
106,Early successional,B2_G_106_2B,Transient,0,,106,Early successional,A1_G_106_8F,Non-inherited,0.001373917
106,Early successional,B2_G_106_3B,Inherited,0.257401442,,106,Early successional,A1_G_106_8F,Transient,0.025893047
106,Early successional,B2_G_106_3B,Non-inherited,0,,106,Early successional,A1_G_106_9F,Inherited,0.008216927
106,Early successional,B2_G_106_3B,Transient,0,,106,Early successional,A1_G_106_9F,Non-inherited,0.000234769
106,Early successional,B2_G_106_4B,Inherited,0.379614094,,106,Early successional,A1_G_106_9F,Transient,0.007512619
106,Early successional,B2_G_106_4B,Non-inherited,0,,106,Early successional,B2_G_106_1F,Inherited,0.019224047
106,Early successional,B2_G_106_4B,Transient,0,,106,Early successional,B2_G_106_1F,Non-inherited,0.001980659
106,Early successional,B2_G_106_5B,Inherited,0.090923053,,106,Early successional,B2_G_106_1F,Transient,0.005242922
106,Early successional,B2_G_106_5B,Non-inherited,0.009675933,,106,Early successional,B2_G_106_2F,Inherited,0.027920922
106,Early successional,B2_G_106_5B,Transient,0,,106,Early successional,B2_G_106_2F,Non-inherited,0
106,Early successional,B2_G_106_6B,Inherited,0.003186969,,106,Early successional,B2_G_106_2F,Transient,0.093694368
106,Early successional,B2_G_106_6B,Non-inherited,0,,106,Early successional,B2_G_106_3F,Inherited,0.618429591
106,Early successional,B2_G_106_6B,Transient,0.000885269,,106,Early successional,B2_G_106_3F,Non-inherited,0.016223232
106,Early successional,B2_G_106_7B,Inherited,0.093388728,,106,Early successional,B2_G_106_3F,Transient,0.05234696
106,Early successional,B2_G_106_7B,Non-inherited,0,,106,Early successional,B2_G_106_4F,Inherited,0.054959121
106,Early successional,B2_G_106_7B,Transient,0,,106,Early successional,B2_G_106_4F,Non-inherited,0.000330333
106,Early successional,B2_G_106_8B,Inherited,0.255624882,,106,Early successional,B2_G_106_4F,Transient,0.002601372
106,Early successional,B2_G_106_8B,Non-inherited,0,,106,Early successional,B2_G_106_5F,Inherited,0.327282934
