Bacteria,,,,,,Fungi,,,,
Days,group,Sample,Inheritance,SumGroup,,Days,group,Sample,Inheritance,SumGroup
106,Early successional,B2_G_106_8B,Transient,0,,106,Early successional,B2_G_106_5F,Non-inherited,0.002432634
106,Early successional,B2_G_106_9B,Inherited,0.137092931,,106,Early successional,B2_G_106_5F,Transient,0.013285927
106,Early successional,B2_G_106_9B,Non-inherited,0,,106,Early successional,B2_G_106_6F,Inherited,0.169258809
106,Early successional,B2_G_106_9B,Transient,0,,106,Early successional,B2_G_106_6F,Non-inherited,0.021506682
106,Early successional,C3_G_106_1B,Inherited,0.005394713,,106,Early successional,B2_G_106_6F,Transient,0.011664642
106,Early successional,C3_G_106_1B,Non-inherited,0,,106,Early successional,B2_G_106_7F,Inherited,0.037026379
106,Early successional,C3_G_106_1B,Transient,0,,106,Early successional,B2_G_106_7F,Non-inherited,0.000383693
106,Early successional,C3_G_106_2B,Inherited,0.078970562,,106,Early successional,B2_G_106_7F,Transient,0.015347721
106,Early successional,C3_G_106_2B,Non-inherited,0,,106,Early successional,B2_G_106_8F,Inherited,0.053400207
106,Early successional,C3_G_106_2B,Transient,0,,106,Early successional,B2_G_106_8F,Non-inherited,0.00368786
106,Early successional,C3_G_106_3B,Inherited,0.092774147,,106,Early successional,B2_G_106_8F,Transient,0.024339873
106,Early successional,C3_G_106_3B,Non-inherited,0.001089325,,106,Early successional,B2_G_106_9F,Inherited,0.126575441
106,Early successional,C3_G_106_3B,Transient,0,,106,Early successional,B2_G_106_9F,Non-inherited,0.000900252
106,Early successional,C3_G_106_4B,Inherited,0.033584144,,106,Early successional,B2_G_106_9F,Transient,0.010803024
106,Early successional,C3_G_106_4B,Non-inherited,0,,106,Early successional,C3_G_106_1F,Inherited,0.017016138
106,Early successional,C3_G_106_4B,Transient,0,,106,Early successional,C3_G_106_1F,Non-inherited,0.000274454
106,Early successional,C3_G_106_5B,Inherited,0.048897212,,106,Early successional,C3_G_106_1F,Transient,0.007300472
106,Early successional,C3_G_106_5B,Non-inherited,0,,106,Early successional,C3_G_106_2F,Inherited,0.053976712
106,Early successional,C3_G_106_5B,Transient,0.001456513,,106,Early successional,C3_G_106_2F,Non-inherited,0.000394711
106,Early successional,C3_G_106_6B,Inherited,0.037652742,,106,Early successional,C3_G_106_2F,Transient,0.043615552
106,Early successional,C3_G_106_6B,Non-inherited,0.026712135,,106,Early successional,C3_G_106_3F,Inherited,0.274117575
106,Early successional,C3_G_106_6B,Transient,0.001562944,,106,Early successional,C3_G_106_3F,Non-inherited,0.002875145
106,Early successional,C3_G_106_7B,Inherited,0.009978992,,106,Early successional,C3_G_106_3F,Transient,0.041047288
106,Early successional,C3_G_106_7B,Non-inherited,0,,106,Early successional,C3_G_106_4F,Inherited,0.207032405
106,Early successional,C3_G_106_7B,Transient,0,,106,Early successional,C3_G_106_4F,Non-inherited,0.000295479
106,Early successional,C3_G_106_8B,Inherited,0.036087224,,106,Early successional,C3_G_106_4F,Transient,0.026888605
106,Early successional,C3_G_106_8B,Non-inherited,0,,106,Early successional,C3_G_106_5F,Inherited,0.148262209
106,Early successional,C3_G_106_8B,Transient,0,,106,Early successional,C3_G_106_5F,Non-inherited,0.001231852
106,Early successional,C3_G_106_9B,Inherited,0,,106,Early successional,C3_G_106_5F,Transient,0.032116146
106,Early successional,C3_G_106_9B,Non-inherited,0,,106,Early successional,C3_G_106_6F,Inherited,0.041152898
106,Early successional,C3_G_106_9B,Transient,0,,106,Early successional,C3_G_106_6F,Non-inherited,0.003699137
106,Late successional,A1_G_106_1B,Inherited,0.496112213,,106,Early successional,C3_G_106_6F,Transient,0.003699137
106,Late successional,A1_G_106_1B,Non-inherited,0,,106,Early successional,C3_G_106_7F,Inherited,0.008756966
106,Late successional,A1_G_106_1B,Transient,0,,106,Early successional,C3_G_106_7F,Non-inherited,0.000568634
106,Late successional,A1_G_106_2B,Inherited,0.455360478,,106,Early successional,C3_G_106_7F,Transient,0.065961561
106,Late successional,A1_G_106_2B,Non-inherited,0.005603287,,106,Early successional,C3_G_106_8F,Inherited,0.050392915
106,Late successional,A1_G_106_2B,Transient,0.138214419,,106,Early successional,C3_G_106_8F,Non-inherited,0.007608832
106,Late successional,A1_G_106_3B,Inherited,0.784454718,,106,Early successional,C3_G_106_8F,Transient,0.004240988
106,Late successional,A1_G_106_3B,Non-inherited,0,,106,Early successional,C3_G_106_9F,Inherited,0.017584994
106,Late successional,A1_G_106_3B,Transient,0,,106,Early successional,C3_G_106_9F,Non-inherited,0.000541077
106,Late successional,A1_G_106_4B,Inherited,0.718050911,,106,Early successional,C3_G_106_9F,Transient,0.041212012
106,Late successional,A1_G_106_4B,Non-inherited,0,,106,Late successional,A1_G_106_1F,Inherited,0.608549604
106,Late successional,A1_G_106_4B,Transient,0,,106,Late successional,A1_G_106_1F,Non-inherited,0
106,Late successional,A1_G_106_5B,Inherited,0.335016835,,106,Late successional,A1_G_106_1F,Transient,0.002392785
106,Late successional,A1_G_106_5B,Non-inherited,0,,106,Late successional,A1_G_106_2F,Inherited,0
106,Late successional,A1_G_106_5B,Transient,0,,106,Late successional,A1_G_106_2F,Non-inherited,0
106,Late successional,A1_G_106_6B,Inherited,0.781669256,,106,Late successional,A1_G_106_2F,Transient,0
106,Late successional,A1_G_106_6B,Non-inherited,0,,106,Late successional,A1_G_106_3F,Inherited,0
106,Late successional,A1_G_106_6B,Transient,0.022454456,,106,Late successional,A1_G_106_3F,Non-inherited,0
106,Late successional,A1_G_106_7B,Inherited,0.694800413,,106,Late successional,A1_G_106_3F,Transient,0
106,Late successional,A1_G_106_7B,Non-inherited,0,,106,Late successional,A1_G_106_4F,Inherited,0.456584321
106,Late successional,A1_G_106_7B,Transient,0.023420239,,106,Late successional,A1_G_106_4F,Non-inherited,0
106,Late successional,A1_G_106_8B,Inherited,0.679369514,,106,Late successional,A1_G_106_4F,Transient,0.003548236
106,Late successional,A1_G_106_8B,Non-inherited,0,,106,Late successional,A1_G_106_5F,Inherited,0
106,Late successional,A1_G_106_8B,Transient,0.051675978,,106,Late successional,A1_G_106_5F,Non-inherited,0
106,Late successional,A1_G_106_9B,Inherited,0.687422165,,106,Late successional,A1_G_106_5F,Transient,0
106,Late successional,A1_G_106_9B,Non-inherited,0,,106,Late successional,A1_G_106_6F,Inherited,0.045153417
106,Late successional,A1_G_106_9B,Transient,0.002283105,,106,Late successional,A1_G_106_6F,Non-inherited,0
106,Late successional,B2_G_106_1B,Inherited,0.836656998,,106,Late successional,A1_G_106_6F,Transient,0.004358438
106,Late successional,B2_G_106_1B,Non-inherited,0,,106,Late successional,A1_G_106_7F,Inherited,0.020956123
106,Late successional,B2_G_106_1B,Transient,0.030275562,,106,Late successional,A1_G_106_7F,Non-inherited,0
106,Late successional,B2_G_106_2B,Inherited,0.413348946,,106,Late successional,A1_G_106_7F,Transient,0.005762934
106,Late successional,B2_G_106_2B,Non-inherited,0,,106,Late successional,A1_G_106_8F,Inherited,0.015535828
106,Late successional,B2_G_106_2B,Transient,0.032591725,,106,Late successional,A1_G_106_8F,Non-inherited,0
106,Late successional,B2_G_106_3B,Inherited,0.668507439,,106,Late successional,A1_G_106_8F,Transient,0
106,Late successional,B2_G_106_3B,Non-inherited,0,,106,Late successional,A1_G_106_9F,Inherited,0.00176077
106,Late successional,B2_G_106_3B,Transient,0.021168891,,106,Late successional,A1_G_106_9F,Non-inherited,0
106,Late successional,B2_G_106_4B,Inherited,0.16568792,,106,Late successional,A1_G_106_9F,Transient,0
106,Late successional,B2_G_106_4B,Non-inherited,0,,106,Late successional,B2_G_106_1F,Inherited,0.001165094
106,Late successional,B2_G_106_4B,Transient,0.245176174,,106,Late successional,B2_G_106_1F,Non-inherited,0
106,Late successional,B2_G_106_5B,Inherited,0.718476424,,106,Late successional,B2_G_106_1F,Transient,0.004893394
106,Late successional,B2_G_106_5B,Non-inherited,0,,106,Late successional,B2_G_106_2F,Inherited,0.010774852
106,Late successional,B2_G_106_5B,Transient,0.013208417,,106,Late successional,B2_G_106_2F,Non-inherited,0
106,Late successional,B2_G_106_6B,Inherited,0.790899434,,106,Late successional,B2_G_106_2F,Transient,0
106,Late successional,B2_G_106_6B,Non-inherited,0,,106,Late successional,B2_G_106_3F,Inherited,0.116807269
106,Late successional,B2_G_106_6B,Transient,0.182896601,,106,Late successional,B2_G_106_3F,Non-inherited,0
106,Late successional,B2_G_106_7B,Inherited,0.630057804,,106,Late successional,B2_G_106_3F,Transient,0
106,Late successional,B2_G_106_7B,Non-inherited,0,,106,Late successional,B2_G_106_4F,Inherited,0.931538542
106,Late successional,B2_G_106_7B,Transient,0.052745665,,106,Late successional,B2_G_106_4F,Non-inherited,0
106,Late successional,B2_G_106_8B,Inherited,0.608054453,,106,Late successional,B2_G_106_4F,Transient,0.000454208
106,Late successional,B2_G_106_8B,Non-inherited,0,,106,Late successional,B2_G_106_5F,Inherited,0.001497006
106,Late successional,B2_G_106_8B,Transient,0.031196823,,106,Late successional,B2_G_106_5F,Non-inherited,0
106,Late successional,B2_G_106_9B,Inherited,0.409372518,,106,Late successional,B2_G_106_5F,Transient,0.002245508
106,Late successional,B2_G_106_9B,Non-inherited,0,,106,Late successional,B2_G_106_6F,Inherited,0.074483596
106,Late successional,B2_G_106_9B,Transient,0.412549643,,106,Late successional,B2_G_106_6F,Non-inherited,0
106,Late successional,C3_G_106_1B,Inherited,0.51429599,,106,Late successional,B2_G_106_6F,Transient,0.005103281
106,Late successional,C3_G_106_1B,Non-inherited,0,,106,Late successional,B2_G_106_7F,Inherited,0
106,Late successional,C3_G_106_1B,Transient,0.022837619,,106,Late successional,B2_G_106_7F,Non-inherited,0
106,Late successional,C3_G_106_2B,Inherited,0.72501322,,106,Late successional,B2_G_106_7F,Transient,0
106,Late successional,C3_G_106_2B,Non-inherited,0,,106,Late successional,B2_G_106_8F,Inherited,0.005458032
106,Late successional,C3_G_106_2B,Transient,0.022739291,,106,Late successional,B2_G_106_8F,Non-inherited,0
106,Late successional,C3_G_106_3B,Inherited,0.717320261,,106,Late successional,B2_G_106_8F,Transient,0
106,Late successional,C3_G_106_3B,Non-inherited,0,,106,Late successional,B2_G_106_9F,Inherited,0.161685273
106,Late successional,C3_G_106_3B,Transient,0.053376907,,106,Late successional,B2_G_106_9F,Non-inherited,0
106,Late successional,C3_G_106_4B,Inherited,0.767663791,,106,Late successional,B2_G_106_9F,Transient,0.017104789
106,Late successional,C3_G_106_4B,Non-inherited,0,,106,Late successional,C3_G_106_1F,Inherited,0.001207597
106,Late successional,C3_G_106_4B,Transient,0.031381905,,106,Late successional,C3_G_106_1F,Non-inherited,0
106,Late successional,C3_G_106_5B,Inherited,0.67145235,,106,Late successional,C3_G_106_1F,Transient,0.011362389
106,Late successional,C3_G_106_5B,Non-inherited,0,,106,Late successional,C3_G_106_2F,Inherited,0
106,Late successional,C3_G_106_5B,Transient,0.041198502,,106,Late successional,C3_G_106_2F,Non-inherited,0
106,Late successional,C3_G_106_6B,Inherited,0.83716965,,106,Late successional,C3_G_106_2F,Transient,0.000592066
106,Late successional,C3_G_106_6B,Non-inherited,0,,106,Late successional,C3_G_106_3F,Inherited,0.006178504
106,Late successional,C3_G_106_6B,Transient,0.022591645,,106,Late successional,C3_G_106_3F,Non-inherited,0
106,Late successional,C3_G_106_7B,Inherited,0.952468488,,106,Late successional,C3_G_106_3F,Transient,0
106,Late successional,C3_G_106_7B,Non-inherited,0,,106,Late successional,C3_G_106_4F,Inherited,0.000393972
106,Late successional,C3_G_106_7B,Transient,0.010635504,,106,Late successional,C3_G_106_4F,Non-inherited,0
106,Late successional,C3_G_106_8B,Inherited,0.714834151,,106,Late successional,C3_G_106_4F,Transient,0.003939722
106,Late successional,C3_G_106_8B,Non-inherited,0,,106,Late successional,C3_G_106_5F,Inherited,0.005103388
106,Late successional,C3_G_106_8B,Transient,0.134674447,,106,Late successional,C3_G_106_5F,Non-inherited,0
106,Late successional,C3_G_106_9B,Inherited,0.817040359,,106,Late successional,C3_G_106_5F,Transient,0
106,Late successional,C3_G_106_9B,Non-inherited,0,,106,Late successional,C3_G_106_6F,Inherited,0.010018495
106,Late successional,C3_G_106_9B,Transient,0,,106,Late successional,C3_G_106_6F,Non-inherited,0
106,Mid-successional / No trend,A1_G_106_1B,Inherited,0.405549627,,106,Late successional,C3_G_106_6F,Transient,0
106,Mid-successional / No trend,A1_G_106_1B,Non-inherited,0,,106,Late successional,C3_G_106_7F,Inherited,0.001023541
106,Mid-successional / No trend,A1_G_106_1B,Transient,0,,106,Late successional,C3_G_106_7F,Non-inherited,0
106,Mid-successional / No trend,A1_G_106_2B,Inherited,0.289689951,,106,Late successional,C3_G_106_7F,Transient,0.004549073
106,Mid-successional / No trend,A1_G_106_2B,Non-inherited,0,,106,Late successional,C3_G_106_8F,Inherited,0.006735687
106,Mid-successional / No trend,A1_G_106_2B,Transient,0,,106,Late successional,C3_G_106_8F,Non-inherited,0.000374205
106,Mid-successional / No trend,A1_G_106_3B,Inherited,0.104262969,,106,Late successional,C3_G_106_8F,Transient,0
106,Mid-successional / No trend,A1_G_106_3B,Non-inherited,0.00239685,,106,Late successional,C3_G_106_9F,Inherited,0.001082153
106,Mid-successional / No trend,A1_G_106_3B,Transient,0.02259887,,106,Late successional,C3_G_106_9F,Non-inherited,0
106,Mid-successional / No trend,A1_G_106_4B,Inherited,0.147724351,,106,Late successional,C3_G_106_9F,Transient,0.000270538
106,Mid-successional / No trend,A1_G_106_4B,Non-inherited,0,,106,Mid-successional / No trend,A1_G_106_1F,Inherited,0.327397387
106,Mid-successional / No trend,A1_G_106_4B,Transient,0.001285678,,106,Mid-successional / No trend,A1_G_106_1F,Non-inherited,0.001886618
106,Mid-successional / No trend,A1_G_106_5B,Inherited,0.159371493,,106,Mid-successional / No trend,A1_G_106_1F,Transient,0.006948279
106,Mid-successional / No trend,A1_G_106_5B,Non-inherited,0,,106,Mid-successional / No trend,A1_G_106_2F,Inherited,0.972888611
106,Mid-successional / No trend,A1_G_106_5B,Transient,0,,106,Mid-successional / No trend,A1_G_106_2F,Non-inherited,0.009364131
106,Mid-successional / No trend,A1_G_106_6B,Inherited,0.195876289,,106,Mid-successional / No trend,A1_G_106_2F,Transient,0.000535093
106,Mid-successional / No trend,A1_G_106_6B,Non-inherited,0,,106,Mid-successional / No trend,A1_G_106_3F,Inherited,0.913082584
106,Mid-successional / No trend,A1_G_106_6B,Transient,0,,106,Mid-successional / No trend,A1_G_106_3F,Non-inherited,0.001062959
106,Mid-successional / No trend,A1_G_106_7B,Inherited,0.134776845,,106,Mid-successional / No trend,A1_G_106_3F,Transient,0.000572363
106,Mid-successional / No trend,A1_G_106_7B,Non-inherited,0.013404036,,106,Mid-successional / No trend,A1_G_106_4F,Inherited,0.498091986
106,Mid-successional / No trend,A1_G_106_7B,Transient,0,,106,Mid-successional / No trend,A1_G_106_4F,Non-inherited,0.000133896
106,Mid-successional / No trend,A1_G_106_8B,Inherited,0.254788508,,106,Mid-successional / No trend,A1_G_106_4F,Transient,0.011849769
106,Mid-successional / No trend,A1_G_106_8B,Non-inherited,0,,106,Mid-successional / No trend,A1_G_106_5F,Inherited,0.015371946
106,Mid-successional / No trend,A1_G_106_8B,Transient,0,,106,Mid-successional / No trend,A1_G_106_5F,Non-inherited,0.01701894
106,Mid-successional / No trend,A1_G_106_9B,Inherited,0.280614363,,106,Mid-successional / No trend,A1_G_106_5F,Transient,0.08289871
106,Mid-successional / No trend,A1_G_106_9B,Non-inherited,0,,106,Mid-successional / No trend,A1_G_106_6F,Inherited,0.808054393
106,Mid-successional / No trend,A1_G_106_9B,Transient,0,,106,Mid-successional / No trend,A1_G_106_6F,Non-inherited,0.002702232
106,Mid-successional / No trend,B2_G_106_1B,Inherited,0.109862219,,106,Mid-successional / No trend,A1_G_106_6F,Transient,0.002527894
106,Mid-successional / No trend,B2_G_106_1B,Non-inherited,0,,106,Mid-successional / No trend,A1_G_106_7F,Inherited,0.537197119
106,Mid-successional / No trend,B2_G_106_1B,Transient,0,,106,Mid-successional / No trend,A1_G_106_7F,Non-inherited,0.001833661
106,Mid-successional / No trend,B2_G_106_2B,Inherited,0.491803278,,106,Mid-successional / No trend,A1_G_106_7F,Transient,0.00091683
106,Mid-successional / No trend,B2_G_106_2B,Non-inherited,0.013270882,,106,Mid-successional / No trend,A1_G_106_8F,Inherited,0.913548933
106,Mid-successional / No trend,B2_G_106_2B,Transient,0.00136612,,106,Mid-successional / No trend,A1_G_106_8F,Non-inherited,0.000845487
106,Mid-successional / No trend,B2_G_106_3B,Inherited,0.052922227,,106,Mid-successional / No trend,A1_G_106_8F,Transient,0
106,Mid-successional / No trend,B2_G_106_3B,Non-inherited,0,,106,Mid-successional / No trend,A1_G_106_9F,Inherited,0.981922761
106,Mid-successional / No trend,B2_G_106_3B,Transient,0,,106,Mid-successional / No trend,A1_G_106_9F,Non-inherited,0
106,Mid-successional / No trend,B2_G_106_4B,Inherited,0.209521812,,106,Mid-successional / No trend,A1_G_106_9F,Transient,0.000352154
106,Mid-successional / No trend,B2_G_106_4B,Non-inherited,0,,106,Mid-successional / No trend,B2_G_106_1F,Inherited,0.964930677
106,Mid-successional / No trend,B2_G_106_4B,Transient,0,,106,Mid-successional / No trend,B2_G_106_1F,Non-inherited,0.000349528
106,Mid-successional / No trend,B2_G_106_5B,Inherited,0.167716173,,106,Mid-successional / No trend,B2_G_106_1F,Transient,0.002213679
106,Mid-successional / No trend,B2_G_106_5B,Non-inherited,0,,106,Mid-successional / No trend,B2_G_106_2F,Inherited,0.864049471
106,Mid-successional / No trend,B2_G_106_5B,Transient,0,,106,Mid-successional / No trend,B2_G_106_2F,Non-inherited,0.002342359
106,Mid-successional / No trend,B2_G_106_6B,Inherited,0.022131728,,106,Mid-successional / No trend,B2_G_106_2F,Transient,0.001218027
106,Mid-successional / No trend,B2_G_106_6B,Non-inherited,0,,106,Mid-successional / No trend,B2_G_106_3F,Inherited,0.147090634
106,Mid-successional / No trend,B2_G_106_6B,Transient,0,,106,Mid-successional / No trend,B2_G_106_3F,Non-inherited,0.013627515
106,Mid-successional / No trend,B2_G_106_7B,Inherited,0.223807803,,106,Mid-successional / No trend,B2_G_106_3F,Transient,0.0354748
106,Mid-successional / No trend,B2_G_106_7B,Non-inherited,0,,106,Mid-successional / No trend,B2_G_106_4F,Inherited,0.009249319
106,Mid-successional / No trend,B2_G_106_7B,Transient,0,,106,Mid-successional / No trend,B2_G_106_4F,Non-inherited,0.000660666
106,Mid-successional / No trend,B2_G_106_8B,Inherited,0.105123842,,106,Mid-successional / No trend,B2_G_106_4F,Transient,0.000206458
106,Mid-successional / No trend,B2_G_106_8B,Non-inherited,0,,106,Mid-successional / No trend,B2_G_106_5F,Inherited,0.648952096
106,Mid-successional / No trend,B2_G_106_8B,Transient,0,,106,Mid-successional / No trend,B2_G_106_5F,Non-inherited,0.004303893
106,Mid-successional / No trend,B2_G_106_9B,Inherited,0.040984909,,106,Mid-successional / No trend,B2_G_106_5F,Transient,0
106,Mid-successional / No trend,B2_G_106_9B,Non-inherited,0,,106,Mid-successional / No trend,B2_G_106_6F,Inherited,0.701701094
106,Mid-successional / No trend,B2_G_106_9B,Transient,0,,106,Mid-successional / No trend,B2_G_106_6F,Non-inherited,0.009599028
106,Mid-successional / No trend,C3_G_106_1B,Inherited,0.457471678,,106,Mid-successional / No trend,B2_G_106_6F,Transient,0.006682868
106,Mid-successional / No trend,C3_G_106_1B,Non-inherited,0,,106,Mid-successional / No trend,B2_G_106_7F,Inherited,0.944268585
106,Mid-successional / No trend,C3_G_106_1B,Transient,0,,106,Mid-successional / No trend,B2_G_106_7F,Non-inherited,0.001342926
106,Mid-successional / No trend,C3_G_106_2B,Inherited,0.168517539,,106,Mid-successional / No trend,B2_G_106_7F,Transient,0.001630696
106,Mid-successional / No trend,C3_G_106_2B,Non-inherited,0,,106,Mid-successional / No trend,B2_G_106_8F,Inherited,0.911638885
106,Mid-successional / No trend,C3_G_106_2B,Transient,0.004759387,,106,Mid-successional / No trend,B2_G_106_8F,Non-inherited,0.001475144
106,Mid-successional / No trend,C3_G_106_3B,Inherited,0.092229484,,106,Mid-successional / No trend,B2_G_106_8F,Transient,0
106,Mid-successional / No trend,C3_G_106_3B,Non-inherited,0.031771968,,106,Mid-successional / No trend,B2_G_106_9F,Inherited,0.661325171
106,Mid-successional / No trend,C3_G_106_3B,Transient,0.011437909,,106,Mid-successional / No trend,B2_G_106_9F,Non-inherited,0.021606049
106,Mid-successional / No trend,C3_G_106_4B,Inherited,0.16737016,,106,Mid-successional / No trend,B2_G_106_9F,Transient,0
106,Mid-successional / No trend,C3_G_106_4B,Non-inherited,0,,106,Mid-successional / No trend,C3_G_106_1F,Inherited,0.483093644
106,Mid-successional / No trend,C3_G_106_4B,Transient,0,,106,Mid-successional / No trend,C3_G_106_1F,Non-inherited,0.479580635
106,Mid-successional / No trend,C3_G_106_5B,Inherited,0.231793591,,106,Mid-successional / No trend,C3_G_106_1F,Transient,0.000164672
106,Mid-successional / No trend,C3_G_106_5B,Non-inherited,0,,106,Mid-successional / No trend,C3_G_106_2F,Inherited,0.864318137
106,Mid-successional / No trend,C3_G_106_5B,Transient,0.005201831,,106,Mid-successional / No trend,C3_G_106_2F,Non-inherited,0.036510756
106,Mid-successional / No trend,C3_G_106_6B,Inherited,0.051292981,,106,Mid-successional / No trend,C3_G_106_2F,Transient,0.000592066
106,Mid-successional / No trend,C3_G_106_6B,Non-inherited,0.019607843,,106,Mid-successional / No trend,C3_G_106_3F,Inherited,0.67431333
106,Mid-successional / No trend,C3_G_106_6B,Transient,0.00341006,,106,Mid-successional / No trend,C3_G_106_3F,Non-inherited,0.001468159
106,Mid-successional / No trend,C3_G_106_7B,Inherited,0.021402311,,106,Mid-successional / No trend,C3_G_106_3F,Transient,0
106,Mid-successional / No trend,C3_G_106_7B,Non-inherited,0,,106,Mid-successional / No trend,C3_G_106_4F,Inherited,0.754259825
106,Mid-successional / No trend,C3_G_106_7B,Transient,0.005514706,,106,Mid-successional / No trend,C3_G_106_4F,Non-inherited,0.006894513
106,Mid-successional / No trend,C3_G_106_8B,Inherited,0.114404177,,106,Mid-successional / No trend,C3_G_106_4F,Transient,0.000295479
106,Mid-successional / No trend,C3_G_106_8B,Non-inherited,0,,106,Mid-successional / No trend,C3_G_106_5F,Inherited,0.808886934
106,Mid-successional / No trend,C3_G_106_8B,Transient,0,,106,Mid-successional / No trend,C3_G_106_5F,Non-inherited,0.003519577
106,Mid-successional / No trend,C3_G_106_9B,Inherited,0.182361734,,106,Mid-successional / No trend,C3_G_106_5F,Transient,0.000879894
106,Mid-successional / No trend,C3_G_106_9B,Non-inherited,0,,106,Mid-successional / No trend,C3_G_106_6F,Inherited,0.940351418
106,Mid-successional / No trend,C3_G_106_9B,Transient,0.000597907,,106,Mid-successional / No trend,C3_G_106_6F,Non-inherited,0.000462392
106,NA,A1_G_106_1B,Transient,0,,106,Mid-successional / No trend,C3_G_106_6F,Transient,0.000616523
106,NA,A1_G_106_2B,Transient,0,,106,Mid-successional / No trend,C3_G_106_7F,Inherited,0.917775503
106,NA,A1_G_106_3B,Transient,0,,106,Mid-successional / No trend,C3_G_106_7F,Non-inherited,0.001364722
106,NA,A1_G_106_4B,Transient,0,,106,Mid-successional / No trend,C3_G_106_7F,Transient,0
106,NA,A1_G_106_5B,Transient,0,,106,Mid-successional / No trend,C3_G_106_8F,Inherited,0.93027317
106,NA,A1_G_106_6B,Transient,0,,106,Mid-successional / No trend,C3_G_106_8F,Non-inherited,0.000374205
106,NA,A1_G_106_7B,Transient,0,,106,Mid-successional / No trend,C3_G_106_8F,Transient,0
106,NA,A1_G_106_8B,Transient,0,,106,Mid-successional / No trend,C3_G_106_9F,Inherited,0.937776175
106,NA,A1_G_106_9B,Transient,0,,106,Mid-successional / No trend,C3_G_106_9F,Non-inherited,0.000180359
106,NA,B2_G_106_1B,Transient,0,,106,Mid-successional / No trend,C3_G_106_9F,Transient,0.001352692
106,NA,B2_G_106_2B,Transient,0,,106,NA,A1_G_106_1F,Transient,0
106,NA,B2_G_106_3B,Transient,0,,106,NA,A1_G_106_2F,Transient,0
106,NA,B2_G_106_4B,Transient,0,,106,NA,A1_G_106_3F,Transient,0
106,NA,B2_G_106_5B,Transient,0,,106,NA,A1_G_106_4F,Transient,0
106,NA,B2_G_106_6B,Transient,0,,106,NA,A1_G_106_5F,Transient,0
106,NA,B2_G_106_7B,Transient,0,,106,NA,A1_G_106_6F,Transient,0
106,NA,B2_G_106_8B,Transient,0,,106,NA,A1_G_106_7F,Transient,0
106,NA,B2_G_106_9B,Transient,0,,106,NA,A1_G_106_8F,Transient,0
106,NA,C3_G_106_1B,Transient,0,,106,NA,A1_G_106_9F,Transient,0
106,NA,C3_G_106_2B,Transient,0,,106,NA,B2_G_106_1F,Transient,0
106,NA,C3_G_106_3B,Transient,0,,106,NA,B2_G_106_2F,Transient,0
106,NA,C3_G_106_4B,Transient,0,,106,NA,B2_G_106_3F,Transient,0
106,NA,C3_G_106_5B,Transient,0,,106,NA,B2_G_106_4F,Transient,0
106,NA,C3_G_106_6B,Transient,0,,106,NA,B2_G_106_5F,Transient,0
106,NA,C3_G_106_7B,Transient,0,,106,NA,B2_G_106_6F,Transient,0
106,NA,C3_G_106_8B,Transient,0,,106,NA,B2_G_106_7F,Transient,0
106,NA,C3_G_106_9B,Transient,0,,106,NA,B2_G_106_8F,Transient,0
120,Early successional,A1_G_120_1B,Inherited,0.009765072,,106,NA,B2_G_106_9F,Transient,0
120,Early successional,A1_G_120_1B,Non-inherited,0,,106,NA,C3_G_106_1F,Transient,0
120,Early successional,A1_G_120_1B,Transient,0,,106,NA,C3_G_106_2F,Transient,0
120,Early successional,A1_G_120_2B,Inherited,0,,106,NA,C3_G_106_3F,Transient,0
120,Early successional,A1_G_120_2B,Non-inherited,0,,106,NA,C3_G_106_4F,Transient,0
120,Early successional,A1_G_120_2B,Transient,0,,106,NA,C3_G_106_5F,Transient,0
120,Early successional,A1_G_120_3B,Inherited,0.039201625,,106,NA,C3_G_106_6F,Transient,0
120,Early successional,A1_G_120_3B,Non-inherited,0,,106,NA,C3_G_106_7F,Transient,0
120,Early successional,A1_G_120_3B,Transient,0,,106,NA,C3_G_106_8F,Transient,0
120,Early successional,A1_G_120_4B,Inherited,0.025475131,,106,NA,C3_G_106_9F,Transient,0
120,Early successional,A1_G_120_4B,Non-inherited,0.000404367,,120,Early successional,A1_G_120_1F,Inherited,0.016545718
120,Early successional,A1_G_120_4B,Transient,0,,120,Early successional,A1_G_120_1F,Non-inherited,0.000483793
120,Early successional,A1_G_120_5B,Inherited,0.026865672,,120,Early successional,A1_G_120_1F,Transient,0.003289792
120,Early successional,A1_G_120_5B,Non-inherited,0,,120,Early successional,A1_G_120_2F,Inherited,0.019675562
120,Early successional,A1_G_120_5B,Transient,0,,120,Early successional,A1_G_120_2F,Non-inherited,0.036734694
120,Early successional,A1_G_120_6B,Inherited,0.057334711,,120,Early successional,A1_G_120_2F,Transient,0.001779173
120,Early successional,A1_G_120_6B,Non-inherited,0,,120,Early successional,A1_G_120_3F,Inherited,0.018937699
120,Early successional,A1_G_120_6B,Transient,0,,120,Early successional,A1_G_120_3F,Non-inherited,0.000149116
120,Early successional,A1_G_120_7B,Inherited,0.125669836,,120,Early successional,A1_G_120_3F,Transient,0.001252573
120,Early successional,A1_G_120_7B,Non-inherited,0,,120,Early successional,A1_G_120_4F,Inherited,0.015231763
120,Early successional,A1_G_120_7B,Transient,0,,120,Early successional,A1_G_120_4F,Non-inherited,0
120,Early successional,A1_G_120_8B,Inherited,0.071494404,,120,Early successional,A1_G_120_4F,Transient,0
