OTU,Phylum,Class,Order,Family,Genus,Species,total,number,OTU_id
49631f3ffb5f13e83e7e6784df224bf0,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4335,F4335_unidentified
497a6b4a97f315a6400804eb8a81732d,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,5,F4336,F4336_o_NA
4994dca31e002e0014d1cb40c9568c3f,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4337,F4337_o_NA
4ac03c787574fdc6e8ecc5df7c6bba84,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4338,F4338_o_NA
4e4bc521b4b42dca42596373dfb1085d,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4339,F4339_o_NA
50c573475dc0bdd79a9a8750526934c9,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,5,F4340,F4340_o_Pleosporales
520213a1f64750419ab7468c63164760,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unidentified,unidentified,5,F4341,F4341_f_Chaetomiaceae
527f81e40db3dd4c40aabaab0e8c7518,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4342,F4342_unidentified
52aae4aff200d09753dfa0ae56d35a11,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,Dactylella_rhopalota,5,F4343,F4343_Dactylella
5516614fd99346222c8427ded0c6c236,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4344,F4344_unidentified
553a4b7960aaee623afec9990d3fc0b8,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4345,F4345_o_NA
55fe2c5ade7f995428c05f444509f0d3,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,5,F4346,F4346_unidentified
563d5348ac915beff032b32a25d8c0f5,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4347,F4347_o_NA
568cc4378ee5e6bdbba5389d0ffcf457,Basidiomycota,Cystobasidiomycetes,unidentified,unidentified,unidentified,unidentified,5,F4348,F4348_o_NA
5a844f7e1556b8931608d293744f6da5,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4349,F4349_unidentified
5c40dd6603c8ffec61bf4ac23983d2b8,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,Phellinus_gilvus,5,F4350,F4350_Phellinus
5cbaf2859848b86247fca0717d4ca9c4,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4351,F4351_unidentified
5d5b951c160ab59fd230b44eeea7ce32,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4352,F4352_o_NA
5f4ca09b3661c518062f31a7655962bc,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4353,F4353_unidentified
6010165c6752b6d169e9d191769ff29f,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4354,F4354_unidentified
6226c416b01254668b316d3a8cb85da5,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4355,F4355_unidentified
62ba3384e0a9bf95c85d24aad5ebf97e,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4356,F4356_unidentified
66047bbdb1f0a7c29ef3bd11eca92e78,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4357,F4357_o_NA
6622730b0b62d3976a62c8a42d3cccbd,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4358,F4358_o_NA
6712f31af6faa662407090d7e0897c4d,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4359,F4359_unidentified
6936fb192dc6c2263324b677c979c736,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4360,F4360_o_NA
6a9c852e0c62b8723d28b00294d1f036,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4361,F4361_o_NA
6b9aac4bb4d9422247b31427d6d4d9df,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,unidentified,unidentified,5,F4362,F4362_f_Bionectriaceae
6bf64fb5bddd19517682af3531c246e3,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4363,F4363_unidentified
6cc42ab5b916b16d4afb162be704b8e7,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Protrudomycetaceae,Protrudomyces,Protrudomyces_lateralis,5,F4364,F4364_Protrudomyces
6d314053630619c28ac9c87cab03e6b4,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4365,F4365_unidentified
6d816c7df06a8be88d304d574468afa3,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4366,F4366_o_NA
6d9afa9974e5c8aa12c5e2bb9290ca42,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4367,F4367_unidentified
6e0db6533aa199648c0ceeff6cd977d7,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma,unidentified,5,F4368,F4368_Piloderma
6f0314b653bf048f3620d3eb543e625d,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4369,F4369_unidentified
70c4207adf51ef73c4ff563c8fc627fd,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4370,F4370_o_NA
723feb01606ea367c4d22a0c68078dc1,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4371,F4371_unidentified
74cb7f8e7ebbc0cdd480b9d831ea7768,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Cristinia,Cristinia_helvetica,5,F4372,F4372_Cristinia
75a0b1d82ca3a129176bfbea24271010,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4373,F4373_o_NA
78cdbe6e8052ec0cfa8e2a1f733ab552,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4374,F4374_unidentified
792d4b436da51fab41c85acd20bbaa34,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4375,F4375_unidentified
7a2469a4e619f6b1ce7cc3b4e65dbeca,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4376,F4376_unidentified
7a3bb4132edc87d946fd1cf496e0308c,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4377,F4377_o_NA
7c4fdbc811034b0e25ff8c7cca4ddc19,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Pateramycetaceae,Pateramyces,Pateramyces_corrientinensis,5,F4378,F4378_Pateramyces
7c651fafae85c1ce802e38d37073b04b,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4379,F4379_o_NA
7e60f41309af216f665c47baa1ce5ab6,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4380,F4380_unidentified
7eca71d211804b176eaae69de15a9a4f,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4381,F4381_unidentified
7f32c20646c323738f4fdb24349a3b9d,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4382,F4382_unidentified
80514bd44e7d91573523ccca7f3300d5,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4383,F4383_o_NA
80fc16103abb8ed3acccb795f6cd1e0b,Ascomycota,Lecanoromycetes,unidentified,unidentified,unidentified,unidentified,5,F4384,F4384_o_NA
849c6bd16c4f6ce54db9130e6edc2cb9,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4385,F4385_o_NA
86b23ecde7d150c4cf41e9cfd98b36e2,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4386,F4386_o_NA
874cb40b8bc7739d244549399e6e65df,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiales_fam_Incertae_sedis,Hasegawazyma,Hasegawazyma_lactosa,5,F4387,F4387_Hasegawazyma
8be12478d1bc97b3e8b7e8d287c6c571,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4388,F4388_unidentified
8be2e719e3c0f90b2444c37d9ac86235,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,5,F4389,F4389_o_NA
8c6757bb9539f888d4acd5acbb582e4d,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4390,F4390_unidentified
8d1ea102598c60326e7c8bc7f2e28644,Basidiomycota,Tremellomycetes,Tremellales,unidentified,unidentified,unidentified,5,F4391,F4391_o_Tremellales
8e38dc481da4d32c21cbe348d44cf8bc,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4392,F4392_unidentified
8e61401c62a52a9e70d7153ef9e75296,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4393,F4393_unidentified
8e8d60f79cb4d62353a62e03ed00064f,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4394,F4394_o_NA
8e913c008360954590e916bcbc65ded3,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4395,F4395_o_NA
8fb262ecc7da6fafe0206bc3ab595da8,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4396,F4396_o_NA
90c2ff7954a550cd6342a259b1db579d,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4397,F4397_unidentified
915161836db91b0edbcdffe6916bbaf5,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4398,F4398_unidentified
91f30449160ed480cb603476f38c6d36,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,5,F4399,F4399_unidentified
9224106962d97dd1234a2d2e776e546f,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,5,F4400,F4400_o_NA
9247d15082b4b22473722475ae239b6e,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4401,F4401_o_NA
93e060d0768b90b246ca72ebdeed8e08,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4402,F4402_o_NA
97f5ba7338c996b85b93229b6128f405,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4403,F4403_unidentified
987760f9dcc1e85349da00ec33c3fa29,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4404,F4404_unidentified
990ca0248c9b6dd3efabd22de1d90e15,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4405,F4405_unidentified
9a2976c684a81e01ae2e98ebed537a5e,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4406,F4406_o_NA
9ab6da79edce2aebf346592e030029ab,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,unidentified,5,F4407,F4407_Westerdykella
9ac681837c55e4e1f919a95a4057fba9,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,unidentified,unidentified,5,F4408,F4408_unidentified
9ceee8516d8030c79d9004f1d05433ef,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4409,F4409_unidentified
a0728c0c354074b71e1294287278b9d1,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4410,F4410_o_NA
a21b00ddee5b59cb7174b404aec0c1df,Basidiomycota,Agaricostilbomycetes,unidentified,unidentified,unidentified,unidentified,5,F4411,F4411_unidentified
a3433cde7e15f5511ae2705329c343e6,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,5,F4412,F4412_o_NA
a3612c16d98e361e928fe6bcf3420281,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4413,F4413_unidentified
a369d37dce90f66dd387d0859f7242c6,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4414,F4414_unidentified
a41dd113f6fc2745885e90538df81017,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4415,F4415_unidentified
a61a14b137ddf62b563ef7e7652a5809,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4416,F4416_o_NA
a823a07a8459ea95a1f777eebd2da7ed,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4417,F4417_o_NA
aa5be3f5a9302e3572ad32eddb3de2dd,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Pyricularia,unidentified,5,F4418,F4418_Pyricularia
aaff573798e83dac7964b3ee12f682a7,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4419,F4419_o_NA
ab273658532fa876d06add2d520df805,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4420,F4420_o_NA
ac4b9f03616ab1f4ad844053c73fc73f,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Geomyces,Geomyces_auratus,5,F4421,F4421_Geomyces
ae63a172c28ef1d4564cc7bf9e5ad924,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4422,F4422_o_NA
af3c646af37a5451558d6151ee2ac0b4,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4423,F4423_o_NA
af52192d6d73da09635903dc8c1e08e8,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4424,F4424_unidentified
b4374eace0fa62848260275e2427192c,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,unidentified,unidentified,5,F4425,F4425_f_Aspergillaceae
b453a524283b4fadc25f7614424a509a,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,5,F4426,F4426_unidentified
b5877098ba6464844714d744dc48ee93,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4427,F4427_unidentified
b6a57e0ee08a7be51049409191c50b69,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4428,F4428_unidentified
b9b48e9fd0e1bc22d8930aeb07b59e08,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4429,F4429_unidentified
b9b9fb62b9ab3560e0d75205cf35ec48,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4430,F4430_unidentified
ba55891529e3e67a5dff3ee3df4d11b4,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4431,F4431_unidentified
ba856e22e97145484e944c8b7bbc366b,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,5,F4432,F4432_o_NA
bbfce332e1f4020fa0e3771b3610f9f9,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4433,F4433_unidentified
bc2f8b62613dd07e03896cb97339c80e,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,5,F4434,F4434_o_NA
bd5ec4826484a34cff7dcc444eb99f42,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4435,F4435_o_NA
be0444b860963c33a8fb46e15e7af002,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4436,F4436_o_NA
c268617c430963743df290174b9ae905,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4437,F4437_o_NA
c476632be273cda58772fed2e5fee9bf,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4438,F4438_unidentified
c5d3fcc5aba7f6e6144faedc73de8ea6,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4439,F4439_o_NA
cb2059f1240699cf962dd7c450b0d47f,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4440,F4440_o_NA
cd4687a670c045626375bbfd5b6801c3,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4441,F4441_unidentified
cf19b5ca07e50441b83924b9d2d700de,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4442,F4442_unidentified
cf3b73603c2489537049d59a6ed96e64,Basidiomycota,Pucciniomycetes,Platygloeales,Eocronartiaceae,Eocronartium,unidentified,5,F4443,F4443_Eocronartium
d0afb74058bc01ca63c8568a7dd33282,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4444,F4444_o_NA
d26879f005332f50962b40027d3d36b5,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,5,F4445,F4445_unidentified
d347854fd990538c21b60952fdde3c40,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4446,F4446_unidentified
d451d279b63be4a4be56ee6221d20268,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4447,F4447_o_NA
d73c88776d5b6847d4a78d98c0c3f56c,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Sistotrema,unidentified,5,F4448,F4448_Sistotrema
d7c9bf83b9777b79ee84efb073547760,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4449,F4449_o_NA
d7d4de23883aec30a9990f9b4716a93e,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4450,F4450_unidentified
d80d0c02e3c0b72206702be5d1d15011,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4451,F4451_unidentified
da27ee5de0392f13ac85b6df018d37d7,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4452,F4452_o_NA
da432cd7998e40928b711b531c4d7877,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4453,F4453_unidentified
da6040774c0df8512beeee34bc825fd5,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Schizopora,Schizopora_flavipora,5,F4454,F4454_Schizopora
dc08c13b970ad89967a8535d7d61018c,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,unidentified,5,F4455,F4455_Fuscoporia
dd8bc06e7992298b0d072688ce704f70,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_frustulosa,5,F4456,F4456_Xylaria
de32d0c0ee49e89878d80fc14d63408a,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4457,F4457_o_NA
def6d90309372c2a14c39fadf2954aec,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4458,F4458_unidentified
dfeb7ab28ee4c06210eda61bd64eddac,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4459,F4459_unidentified
e240c92e22cd5c11eb96ac9525c1dbff,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4460,F4460_unidentified
e25299fa808e9cfde5553d16e4b0238d,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,unidentified,unidentified,5,F4461,F4461_unidentified
e3f5c60ee0a6b6a26ef0bfeba8552f98,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4462,F4462_unidentified
e5656feafae6f91d9742d39e2a43a153,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Readeriella,unidentified,5,F4463,F4463_Readeriella
e588edf2aca611c5752a81f4738f94cf,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4464,F4464_unidentified
e63be8e13abf2199ffa1d60d11533c73,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4465,F4465_o_NA
e7a4b992c162193fd3a6b8567bbd0698,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4466,F4466_o_NA
e7d5f592fca428d64ba1bb6e5b2f2fa3,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4467,F4467_o_NA
e861005fd70ec8a794ba08e1703d2a08,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4468,F4468_unidentified
e8792f8b10a91b41eb7be7adeae6f877,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4469,F4469_unidentified
e8ac2856f6f2066267d15ed5c8717f09,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4470,F4470_unidentified
ea6e59b1f95f80f2230d9bec260b7d1e,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4471,F4471_o_NA
ebc929e72ab702642db71d64b10a0230,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,5,F4472,F4472_unidentified
ec0e4588f07c1030e7663140da8b6362,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,Peniophora_incarnata,5,F4473,F4473_Peniophora
