id,label,net_group,Class,Compartment,Tissue,Age
B10008_Singulisphaera,B10008_Singulisphaera,S3.106,Class_4,S3,Stem,106
B101_Filimonas,B101_Filimonas,S3.106,Class_4,S3,Stem,106
B10125_uncultured,B10125_uncultured,S3.106,Class_4,S3,Stem,106
B1017_Clostridium.sensu.stricto.3,B1017_Clostridium.sensu.stricto.3,S3.106,Class_3,S3,Stem,106
B1019_f_Micrococcaceae,B1019_f_Micrococcaceae,S3.106,Class_4,S3,Stem,106
B1020_Nubsella,B1020_Nubsella,S3.106,Class_4,S3,Stem,106
B10226_Sphingomonas,B10226_Sphingomonas,S3.106,Class_4,S3,Stem,106
B103_Burkholderia.Caballeronia.Paraburkholderia,B103_Burkholderia.Caballeronia.Paraburkholderia,S3.106,Class_4,S3,Stem,106
B10395_uncultured,B10395_uncultured,S3.106,Class_4,S3,Stem,106
B1048_f_Burkholderiaceae,B1048_f_Burkholderiaceae,S3.106,Class_4,S3,Stem,106
B10516_Ferruginibacter,B10516_Ferruginibacter,S3.106,Class_4,S3,Stem,106
B10567_Novosphingobium,B10567_Novosphingobium,S3.106,Class_4,S3,Stem,106
B1068_f_Microbacteriaceae,B1068_f_Microbacteriaceae,S3.106,Class_3,S3,Stem,106
B1090_uncultured,B1090_uncultured,S3.106,Class_3,S3,Stem,106
B1093_Methylobacterium,B1093_Methylobacterium,S3.106,Class_4,S3,Stem,106
B11_Xanthomonas,B11_Xanthomonas,S3.106,Class_4,S3,Stem,106
B110_Roseateles,B110_Roseateles,S3.106,Class_3,S3,Stem,106
B1114_Dyadobacter,B1114_Dyadobacter,S3.106,Class_4,S3,Stem,106
B11152_f_uncultured,B11152_f_uncultured,S3.106,Class_4,S3,Stem,106
B1132_Brevundimonas,B1132_Brevundimonas,S3.106,Class_4,S3,Stem,106
B1151_Pseudomonas,B1151_Pseudomonas,S3.106,Class_4,S3,Stem,106
B116_Geodermatophilus,B116_Geodermatophilus,S3.106,Class_4,S3,Stem,106
B1160_Pseudoxanthomonas,B1160_Pseudoxanthomonas,S3.106,Class_4,S3,Stem,106
B1178_Chitinophaga,B1178_Chitinophaga,S3.106,Class_4,S3,Stem,106
B11780_Nocardioides,B11780_Nocardioides,S3.106,Class_4,S3,Stem,106
B118_Oxalicibacterium,B118_Oxalicibacterium,S3.106,Class_4,S3,Stem,106
B1180_f_Lachnospiraceae,B1180_f_Lachnospiraceae,S3.106,Class_4,S3,Stem,106
B119_Acidibacter,B119_Acidibacter,S3.106,Class_4,S3,Stem,106
B12_Novosphingobium,B12_Novosphingobium,S3.106,Class_3,S3,Stem,106
B1224_Blastococcus,B1224_Blastococcus,S3.106,Class_4,S3,Stem,106
B1243_Acetobacteroides,B1243_Acetobacteroides,S3.106,Class_4,S3,Stem,106
B1245_Cnuibacter,B1245_Cnuibacter,S3.106,Class_4,S3,Stem,106
B1287_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,B1287_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,S3.106,Class_4,S3,Stem,106
B13_Aureimonas,B13_Aureimonas,S3.106,Class_2,S3,Stem,106
B1319_Staphylococcus,B1319_Staphylococcus,S3.106,Class_4,S3,Stem,106
B134_Pseudomonas,B134_Pseudomonas,S3.106,Class_3,S3,Stem,106
B1349_Mucilaginibacter,B1349_Mucilaginibacter,S3.106,Class_4,S3,Stem,106
B1364_f_SC.I.84,B1364_f_SC.I.84,S3.106,Class_4,S3,Stem,106
B1367_f_Burkholderiaceae,B1367_f_Burkholderiaceae,S3.106,Class_4,S3,Stem,106
B137_Mycobacterium,B137_Mycobacterium,S3.106,Class_4,S3,Stem,106
B138_Nakamurella,B138_Nakamurella,S3.106,Class_4,S3,Stem,106
B1385_Escherichia.Shigella,B1385_Escherichia.Shigella,S3.106,Class_4,S3,Stem,106
B1392_Taibaiella,B1392_Taibaiella,S3.106,Class_4,S3,Stem,106
B14_Burkholderia.Caballeronia.Paraburkholderia,B14_Burkholderia.Caballeronia.Paraburkholderia,S3.106,Class_4,S3,Stem,106
B1475_uncultured.bacterium,B1475_uncultured.bacterium,S3.106,Class_4,S3,Stem,106
B149_Mucilaginibacter,B149_Mucilaginibacter,S3.106,Class_4,S3,Stem,106
B15_Sphingomonas,B15_Sphingomonas,S3.106,Class_2,S3,Stem,106
B1506_Bacillus,B1506_Bacillus,S3.106,Class_4,S3,Stem,106
B1530_Pseudoflavitalea,B1530_Pseudoflavitalea,S3.106,Class_3,S3,Stem,106
B1556_Pseudomonas,B1556_Pseudomonas,S3.106,Class_4,S3,Stem,106
B1559_Terrimicrobium,B1559_Terrimicrobium,S3.106,Class_4,S3,Stem,106
B1597_Staphylococcus,B1597_Staphylococcus,S3.106,Class_4,S3,Stem,106
B16_Sphingomonas,B16_Sphingomonas,S3.106,Class_3,S3,Stem,106
B1610_Clostridium.sensu.stricto.10,B1610_Clostridium.sensu.stricto.10,S3.106,Class_4,S3,Stem,106
B162_Asticcacaulis,B162_Asticcacaulis,S3.106,Class_3,S3,Stem,106
B1643_uncultured.eubacterium.WD264,B1643_uncultured.eubacterium.WD264,S3.106,Class_3,S3,Stem,106
B1646_Asinibacterium,B1646_Asinibacterium,S3.106,Class_4,S3,Stem,106
B1649_f_Enterobacteriaceae,B1649_f_Enterobacteriaceae,S3.106,Class_4,S3,Stem,106
B17_Methylobacterium,B17_Methylobacterium,S3.106,Class_3,S3,Stem,106
B1711_Corynebacterium.1,B1711_Corynebacterium.1,S3.106,Class_4,S3,Stem,106
B1721_Flavobacterium,B1721_Flavobacterium,S3.106,Class_4,S3,Stem,106
B1738_uncultured.Termite.group.1.bacterium,B1738_uncultured.Termite.group.1.bacterium,S3.106,Class_4,S3,Stem,106
B1765_Microbacterium,B1765_Microbacterium,S3.106,Class_4,S3,Stem,106
B1768_o_NA,B1768_o_NA,S3.106,Class_3,S3,Stem,106
B187_Clostridium.sensu.stricto.8,B187_Clostridium.sensu.stricto.8,S3.106,Class_3,S3,Stem,106
B197_Novosphingobium,B197_Novosphingobium,S3.106,Class_4,S3,Stem,106
B2_Methylobacterium,B2_Methylobacterium,S3.106,Class_2,S3,Stem,106
B20_Pseudomonas,B20_Pseudomonas,S3.106,Class_3,S3,Stem,106
B2005_uncultured.candidate.division.SPAM.bacterium,B2005_uncultured.candidate.division.SPAM.bacterium,S3.106,Class_4,S3,Stem,106
B202_f_Burkholderiaceae,B202_f_Burkholderiaceae,S3.106,Class_3,S3,Stem,106
B2075_Bacillus,B2075_Bacillus,S3.106,Class_4,S3,Stem,106
B208_Singulisphaera,B208_Singulisphaera,S3.106,Class_4,S3,Stem,106
B209_Escherichia.Shigella,B209_Escherichia.Shigella,S3.106,Class_4,S3,Stem,106
B21_Methylobacterium,B21_Methylobacterium,S3.106,Class_4,S3,Stem,106
B2127_o_NA,B2127_o_NA,S3.106,Class_4,S3,Stem,106
B22_uncultured.Roseobacter.sp.,B22_uncultured.Roseobacter.sp.,S3.106,Class_2,S3,Stem,106
B2214_Peredibacter,B2214_Peredibacter,S3.106,Class_4,S3,Stem,106
B227_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,B227_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,S3.106,Class_4,S3,Stem,106
B229_Dysgonomonas,B229_Dysgonomonas,S3.106,Class_4,S3,Stem,106
B23_f_Burkholderiaceae,B23_f_Burkholderiaceae,S3.106,Class_2,S3,Stem,106
B2322_Legionella,B2322_Legionella,S3.106,Class_4,S3,Stem,106
B2343_f_Burkholderiaceae,B2343_f_Burkholderiaceae,S3.106,Class_3,S3,Stem,106
B24_Bradyrhizobium,B24_Bradyrhizobium,S3.106,Class_4,S3,Stem,106
B240_Novosphingobium,B240_Novosphingobium,S3.106,Class_3,S3,Stem,106
B26_Bradyrhizobium,B26_Bradyrhizobium,S3.106,Class_4,S3,Stem,106
B260_Pseudomonas,B260_Pseudomonas,S3.106,Class_4,S3,Stem,106
B2601_Acinetobacter,B2601_Acinetobacter,S3.106,Class_4,S3,Stem,106
B265_Deinococcus,B265_Deinococcus,S3.106,Class_4,S3,Stem,106
B2655_Ohtaekwangia,B2655_Ohtaekwangia,S3.106,Class_4,S3,Stem,106
B2664_Singulisphaera,B2664_Singulisphaera,S3.106,Class_4,S3,Stem,106
B2681_Lactobacillus,B2681_Lactobacillus,S3.106,Class_4,S3,Stem,106
B269_Pseudomonas,B269_Pseudomonas,S3.106,Class_4,S3,Stem,106
B27_Mucilaginibacter,B27_Mucilaginibacter,S3.106,Class_4,S3,Stem,106
B2718_f_Sphingobacteriaceae,B2718_f_Sphingobacteriaceae,S3.106,Class_4,S3,Stem,106
B272_Novosphingobium,B272_Novosphingobium,S3.106,Class_4,S3,Stem,106
B28_Burkholderia.Caballeronia.Paraburkholderia,B28_Burkholderia.Caballeronia.Paraburkholderia,S3.106,Class_4,S3,Stem,106
B282_Acinetobacter,B282_Acinetobacter,S3.106,Class_4,S3,Stem,106
B2825_Spirosoma,B2825_Spirosoma,S3.106,Class_4,S3,Stem,106
B2829_Pajaroellobacter,B2829_Pajaroellobacter,S3.106,Class_4,S3,Stem,106
B2833_Methylobacterium,B2833_Methylobacterium,S3.106,Class_4,S3,Stem,106
B2837_Lactobacillus,B2837_Lactobacillus,S3.106,Class_4,S3,Stem,106
B29_Methylobacterium,B29_Methylobacterium,S3.106,Class_2,S3,Stem,106
B2915_Marmoricola,B2915_Marmoricola,S3.106,Class_4,S3,Stem,106
B2958_Rhodococcus,B2958_Rhodococcus,S3.106,Class_4,S3,Stem,106
B2972_uncultured,B2972_uncultured,S3.106,Class_4,S3,Stem,106
B2983_Acinetobacter,B2983_Acinetobacter,S3.106,Class_4,S3,Stem,106
B3_Sphingomonas,B3_Sphingomonas,S3.106,Class_2,S3,Stem,106
B30_Sphingomonas,B30_Sphingomonas,S3.106,Class_3,S3,Stem,106
B307_Bacillus,B307_Bacillus,S3.106,Class_4,S3,Stem,106
B308_Filimonas,B308_Filimonas,S3.106,Class_4,S3,Stem,106
B310_Jatrophihabitans,B310_Jatrophihabitans,S3.106,Class_4,S3,Stem,106
B318_Caulobacter,B318_Caulobacter,S3.106,Class_4,S3,Stem,106
B3193_Dysgonomonas,B3193_Dysgonomonas,S3.106,Class_4,S3,Stem,106
B32_Bradyrhizobium,B32_Bradyrhizobium,S3.106,Class_4,S3,Stem,106
B3212_Kaistia,B3212_Kaistia,S3.106,Class_4,S3,Stem,106
B3222_o_NA,B3222_o_NA,S3.106,Class_4,S3,Stem,106
B3235_Lacunisphaera,B3235_Lacunisphaera,S3.106,Class_4,S3,Stem,106
B326_Bacillus,B326_Bacillus,S3.106,Class_3,S3,Stem,106
B327_1174.901.12,B327_1174.901.12,S3.106,Class_4,S3,Stem,106
B329_Paenibacillus,B329_Paenibacillus,S3.106,Class_3,S3,Stem,106
B33_Kineococcus,B33_Kineococcus,S3.106,Class_4,S3,Stem,106
B332_Actinomycetospora,B332_Actinomycetospora,S3.106,Class_4,S3,Stem,106
B338_uncultured.bacterium,B338_uncultured.bacterium,S3.106,Class_3,S3,Stem,106
B3383_Tumebacillus,B3383_Tumebacillus,S3.106,Class_4,S3,Stem,106
B3389_f_Ruminococcaceae,B3389_f_Ruminococcaceae,S3.106,Class_4,S3,Stem,106
B3412_Flavobacterium,B3412_Flavobacterium,S3.106,Class_4,S3,Stem,106
B3417_Brevibacillus,B3417_Brevibacillus,S3.106,Class_4,S3,Stem,106
B342_Herbaspirillum,B342_Herbaspirillum,S3.106,Class_4,S3,Stem,106
B3461_Singulisphaera,B3461_Singulisphaera,S3.106,Class_4,S3,Stem,106
B351_f_Burkholderiaceae,B351_f_Burkholderiaceae,S3.106,Class_4,S3,Stem,106
B354_Paraburkholderia.tropica,B354_Paraburkholderia.tropica,S3.106,Class_4,S3,Stem,106
B36_Stenotrophomonas,B36_Stenotrophomonas,S3.106,Class_4,S3,Stem,106
B37_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,B37_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,S3.106,Class_3,S3,Stem,106
B3823_Dysgonomonas,B3823_Dysgonomonas,S3.106,Class_4,S3,Stem,106
B3907_Lactobacillus,B3907_Lactobacillus,S3.106,Class_4,S3,Stem,106
B393_Azospira,B393_Azospira,S3.106,Class_4,S3,Stem,106
B3932_uncultured.bacterium,B3932_uncultured.bacterium,S3.106,Class_4,S3,Stem,106
B3957_Staphylococcus,B3957_Staphylococcus,S3.106,Class_4,S3,Stem,106
B398_Rhodococcus,B398_Rhodococcus,S3.106,Class_4,S3,Stem,106
B4_Pantoea,B4_Pantoea,S3.106,Class_3,S3,Stem,106
B40_Caulobacter,B40_Caulobacter,S3.106,Class_4,S3,Stem,106
B4075_Tumebacillus,B4075_Tumebacillus,S3.106,Class_4,S3,Stem,106
B41_uncultured,B41_uncultured,S3.106,Class_4,S3,Stem,106
B4194_o_Myxococcales,B4194_o_Myxococcales,S3.106,Class_4,S3,Stem,106
B42_Pseudomonas,B42_Pseudomonas,S3.106,Class_3,S3,Stem,106
B43_Sphingomonas,B43_Sphingomonas,S3.106,Class_3,S3,Stem,106
B437_Escherichia.Shigella,B437_Escherichia.Shigella,S3.106,Class_4,S3,Stem,106
B448_Lactococcus,B448_Lactococcus,S3.106,Class_3,S3,Stem,106
B4481_Pedobacter,B4481_Pedobacter,S3.106,Class_4,S3,Stem,106
B46_f_Rhodocyclaceae,B46_f_Rhodocyclaceae,S3.106,Class_4,S3,Stem,106
B4629_Paludisphaera,B4629_Paludisphaera,S3.106,Class_4,S3,Stem,106
B464_Pseudomonas,B464_Pseudomonas,S3.106,Class_3,S3,Stem,106
B467_Lactococcus,B467_Lactococcus,S3.106,Class_3,S3,Stem,106
B4707_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,B4707_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,S3.106,Class_4,S3,Stem,106
B48_Luteibacter,B48_Luteibacter,S3.106,Class_4,S3,Stem,106
B494_Brevundimonas,B494_Brevundimonas,S3.106,Class_3,S3,Stem,106
B5_Pseudomonas,B5_Pseudomonas,S3.106,Class_4,S3,Stem,106
B500_Pseudomonas,B500_Pseudomonas,S3.106,Class_4,S3,Stem,106
B5013_uncultured,B5013_uncultured,S3.106,Class_4,S3,Stem,106
B503_Escherichia.Shigella,B503_Escherichia.Shigella,S3.106,Class_4,S3,Stem,106
B512_Flavobacterium,B512_Flavobacterium,S3.106,Class_3,S3,Stem,106
B5159_Paenibacillus,B5159_Paenibacillus,S3.106,Class_4,S3,Stem,106
B52_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,B52_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,S3.106,Class_4,S3,Stem,106
B5221_o_NA,B5221_o_NA,S3.106,Class_4,S3,Stem,106
B5234_Pajaroellobacter,B5234_Pajaroellobacter,S3.106,Class_4,S3,Stem,106
B5281_Oligoflexus,B5281_Oligoflexus,S3.106,Class_4,S3,Stem,106
B54_uncultured,B54_uncultured,S3.106,Class_2,S3,Stem,106
B541_Achromobacter,B541_Achromobacter,S3.106,Class_4,S3,Stem,106
B553_Devosia,B553_Devosia,S3.106,Class_3,S3,Stem,106
B5722_Duganella,B5722_Duganella,S3.106,Class_4,S3,Stem,106
B58_Rhodanobacter,B58_Rhodanobacter,S3.106,Class_4,S3,Stem,106
B5896_f_Rhizobiaceae,B5896_f_Rhizobiaceae,S3.106,Class_4,S3,Stem,106
B59_Terrabacter,B59_Terrabacter,S3.106,Class_4,S3,Stem,106
B5948_Steroidobacter,B5948_Steroidobacter,S3.106,Class_4,S3,Stem,106
B595_Lacunisphaera,B595_Lacunisphaera,S3.106,Class_4,S3,Stem,106
B5987_Luteimonas,B5987_Luteimonas,S3.106,Class_4,S3,Stem,106
B6_Sphingomonas,B6_Sphingomonas,S3.106,Class_3,S3,Stem,106
B601_Sphingobium,B601_Sphingobium,S3.106,Class_4,S3,Stem,106
B6016_o_NA,B6016_o_NA,S3.106,Class_4,S3,Stem,106
B6109_Anaerobacterium,B6109_Anaerobacterium,S3.106,Class_4,S3,Stem,106
B6179_metagenome,B6179_metagenome,S3.106,Class_4,S3,Stem,106
B626_Pseudomonas,B626_Pseudomonas,S3.106,Class_3,S3,Stem,106
B6305_Devosia,B6305_Devosia,S3.106,Class_4,S3,Stem,106
B6311_Devosia,B6311_Devosia,S3.106,Class_4,S3,Stem,106
B632_f_Micrococcaceae,B632_f_Micrococcaceae,S3.106,Class_4,S3,Stem,106
B633_f_Xanthomonadaceae,B633_f_Xanthomonadaceae,S3.106,Class_4,S3,Stem,106
B6362_Blastococcus,B6362_Blastococcus,S3.106,Class_4,S3,Stem,106
B637_Terrimicrobium,B637_Terrimicrobium,S3.106,Class_4,S3,Stem,106
B640_f_Intrasporangiaceae,B640_f_Intrasporangiaceae,S3.106,Class_4,S3,Stem,106
B645_Pseudomonas,B645_Pseudomonas,S3.106,Class_4,S3,Stem,106
B646_Leuconostoc,B646_Leuconostoc,S3.106,Class_4,S3,Stem,106
B6619_f_uncultured,B6619_f_uncultured,S3.106,Class_4,S3,Stem,106
B6702_Hafnia.Obesumbacterium,B6702_Hafnia.Obesumbacterium,S3.106,Class_4,S3,Stem,106
B6725_Gemmatimonas,B6725_Gemmatimonas,S3.106,Class_4,S3,Stem,106
B6748_Angustibacter,B6748_Angustibacter,S3.106,Class_4,S3,Stem,106
B6749_Leuconostoc,B6749_Leuconostoc,S3.106,Class_4,S3,Stem,106
B68_Chryseobacterium,B68_Chryseobacterium,S3.106,Class_4,S3,Stem,106
B683_Ancylobacter,B683_Ancylobacter,S3.106,Class_3,S3,Stem,106
B7_Curtobacterium,B7_Curtobacterium,S3.106,Class_3,S3,Stem,106
B702_Singulisphaera,B702_Singulisphaera,S3.106,Class_3,S3,Stem,106
B7105_Paenibacillus,B7105_Paenibacillus,S3.106,Class_4,S3,Stem,106
B7161_Chryseobacterium,B7161_Chryseobacterium,S3.106,Class_4,S3,Stem,106
B725_Lactococcus,B725_Lactococcus,S3.106,Class_4,S3,Stem,106
B726_Chryseobacterium,B726_Chryseobacterium,S3.106,Class_4,S3,Stem,106
B735_uncultured.bacterium,B735_uncultured.bacterium,S3.106,Class_4,S3,Stem,106
B737_Pseudomonas,B737_Pseudomonas,S3.106,Class_3,S3,Stem,106
B7469_Bryobacter,B7469_Bryobacter,S3.106,Class_4,S3,Stem,106
B7535_Sphingobacterium,B7535_Sphingobacterium,S3.106,Class_4,S3,Stem,106
B776_Lactococcus,B776_Lactococcus,S3.106,Class_4,S3,Stem,106
B7893_Paludisphaera,B7893_Paludisphaera,S3.106,Class_4,S3,Stem,106
B7914_Haemophilus,B7914_Haemophilus,S3.106,Class_4,S3,Stem,106
B7926_uncultured,B7926_uncultured,S3.106,Class_4,S3,Stem,106
B8_f_Rhizobiaceae,B8_f_Rhizobiaceae,S3.106,Class_1,S3,Stem,106
B8021_Corynebacterium.1,B8021_Corynebacterium.1,S3.106,Class_4,S3,Stem,106
B814_Sediminibacterium,B814_Sediminibacterium,S3.106,Class_4,S3,Stem,106
B826_Enhydrobacter,B826_Enhydrobacter,S3.106,Class_4,S3,Stem,106
B84_Azospirillum,B84_Azospirillum,S3.106,Class_4,S3,Stem,106
B8571_Clostridium.sensu.stricto.8,B8571_Clostridium.sensu.stricto.8,S3.106,Class_4,S3,Stem,106
B8594_Sphingomonas,B8594_Sphingomonas,S3.106,Class_4,S3,Stem,106
B86_Sphingomonas,B86_Sphingomonas,S3.106,Class_4,S3,Stem,106
B87_Mucilaginibacter,B87_Mucilaginibacter,S3.106,Class_4,S3,Stem,106
B893_o_NA,B893_o_NA,S3.106,Class_3,S3,Stem,106
B9_Methylobacterium,B9_Methylobacterium,S3.106,Class_1,S3,Stem,106
B9029_uncultured,B9029_uncultured,S3.106,Class_4,S3,Stem,106
B9056_metagenome,B9056_metagenome,S3.106,Class_4,S3,Stem,106
B9067_o_NA,B9067_o_NA,S3.106,Class_4,S3,Stem,106
B918_Bacillus,B918_Bacillus,S3.106,Class_4,S3,Stem,106
B919_f_Burkholderiaceae,B919_f_Burkholderiaceae,S3.106,Class_4,S3,Stem,106
B928_Anaerobacillus,B928_Anaerobacillus,S3.106,Class_4,S3,Stem,106
B9329_uncultured.soil.bacterium,B9329_uncultured.soil.bacterium,S3.106,Class_4,S3,Stem,106
B933_Pseudomonas,B933_Pseudomonas,S3.106,Class_4,S3,Stem,106
B947_Verticia,B947_Verticia,S3.106,Class_4,S3,Stem,106
B948_Mucilaginibacter,B948_Mucilaginibacter,S3.106,Class_4,S3,Stem,106
B95_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,B95_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,S3.106,Class_4,S3,Stem,106
B956_Corynebacterium.1,B956_Corynebacterium.1,S3.106,Class_4,S3,Stem,106
B98_Sphingomonas,B98_Sphingomonas,S3.106,Class_4,S3,Stem,106
F1004_unidentified,F1004_unidentified,S3.106,Class_4,S3,Stem,106
F102_f_Didymellaceae,F102_f_Didymellaceae,S3.106,Class_4,S3,Stem,106
F109_o_Pleosporales,F109_o_Pleosporales,S3.106,Class_4,S3,Stem,106
F11_Sarocladium,F11_Sarocladium,S3.106,Class_4,S3,Stem,106
F111_Geomyces,F111_Geomyces,S3.106,Class_4,S3,Stem,106
F115_unidentified,F115_unidentified,S3.106,Class_4,S3,Stem,106
F116_Curvularia,F116_Curvularia,S3.106,Class_3,S3,Stem,106
F117_Saitozyma,F117_Saitozyma,S3.106,Class_4,S3,Stem,106
F118_Curvularia,F118_Curvularia,S3.106,Class_3,S3,Stem,106
F12_o_Pleosporales,F12_o_Pleosporales,S3.106,Class_2,S3,Stem,106
F1224_Perenniporia,F1224_Perenniporia,S3.106,Class_4,S3,Stem,106
F13_Zopfiella,F13_Zopfiella,S3.106,Class_4,S3,Stem,106
F130_Ramichloridium,F130_Ramichloridium,S3.106,Class_4,S3,Stem,106
F131_unidentified,F131_unidentified,S3.106,Class_2,S3,Stem,106
F1322_unidentified,F1322_unidentified,S3.106,Class_4,S3,Stem,106
F136_f_Didymosphaeriaceae,F136_f_Didymosphaeriaceae,S3.106,Class_3,S3,Stem,106
F137_Malassezia,F137_Malassezia,S3.106,Class_2,S3,Stem,106
F1384_Leucogyrophana,F1384_Leucogyrophana,S3.106,Class_4,S3,Stem,106
F14_o_Pleosporales,F14_o_Pleosporales,S3.106,Class_4,S3,Stem,106
F152_unidentified,F152_unidentified,S3.106,Class_4,S3,Stem,106
F16_Pyricularia,F16_Pyricularia,S3.106,Class_2,S3,Stem,106
F1671_Chaetosphaeronema,F1671_Chaetosphaeronema,S3.106,Class_4,S3,Stem,106
F174_unidentified,F174_unidentified,S3.106,Class_4,S3,Stem,106
F18_f_Phaeosphaeriaceae,F18_f_Phaeosphaeriaceae,S3.106,Class_2,S3,Stem,106
F2_Nigrospora,F2_Nigrospora,S3.106,Class_1,S3,Stem,106
F20_Edenia,F20_Edenia,S3.106,Class_4,S3,Stem,106
F2100_Uwebraunia,F2100_Uwebraunia,S3.106,Class_4,S3,Stem,106
F22_Setophoma,F22_Setophoma,S3.106,Class_4,S3,Stem,106
F222_o_NA,F222_o_NA,S3.106,Class_4,S3,Stem,106
F226_Saitozyma,F226_Saitozyma,S3.106,Class_4,S3,Stem,106
F27_Curvularia,F27_Curvularia,S3.106,Class_2,S3,Stem,106
F28_f_Hypocreales_fam_Incertae_sedis,F28_f_Hypocreales_fam_Incertae_sedis,S3.106,Class_4,S3,Stem,106
F297_Coniothyrium,F297_Coniothyrium,S3.106,Class_4,S3,Stem,106
F3_Moesziomyces,F3_Moesziomyces,S3.106,Class_1,S3,Stem,106
F315_Trametes,F315_Trametes,S3.106,Class_4,S3,Stem,106
F33_unidentified,F33_unidentified,S3.106,Class_4,S3,Stem,106
F358_unidentified,F358_unidentified,S3.106,Class_3,S3,Stem,106
F36_Moesziomyces,F36_Moesziomyces,S3.106,Class_4,S3,Stem,106
F360_Papiliotrema,F360_Papiliotrema,S3.106,Class_4,S3,Stem,106
F4_o_Pleosporales,F4_o_Pleosporales,S3.106,Class_1,S3,Stem,106
F415_Penicillium,F415_Penicillium,S3.106,Class_4,S3,Stem,106
F448_Perenniporia,F448_Perenniporia,S3.106,Class_4,S3,Stem,106
F45_f_Didymellaceae,F45_f_Didymellaceae,S3.106,Class_4,S3,Stem,106
F461_unidentified,F461_unidentified,S3.106,Class_4,S3,Stem,106
F47_f_Phaeosphaeriaceae,F47_f_Phaeosphaeriaceae,S3.106,Class_2,S3,Stem,106
F48_unidentified,F48_unidentified,S3.106,Class_2,S3,Stem,106
F4872_Phlebiopsis,F4872_Phlebiopsis,S3.106,Class_4,S3,Stem,106
F5_Alternaria,F5_Alternaria,S3.106,Class_2,S3,Stem,106
F50_Thanatephorus,F50_Thanatephorus,S3.106,Class_2,S3,Stem,106
F51_Papiliotrema,F51_Papiliotrema,S3.106,Class_3,S3,Stem,106
F513_Pleurotus,F513_Pleurotus,S3.106,Class_4,S3,Stem,106
F5312_Kabatiella,F5312_Kabatiella,S3.106,Class_4,S3,Stem,106
F538_Ramichloridium,F538_Ramichloridium,S3.106,Class_4,S3,Stem,106
F54_Pyrenochaetopsis,F54_Pyrenochaetopsis,S3.106,Class_3,S3,Stem,106
F562_Leptospora,F562_Leptospora,S3.106,Class_4,S3,Stem,106
F565_Wallemia,F565_Wallemia,S3.106,Class_4,S3,Stem,106
F580_Psathyrella,F580_Psathyrella,S3.106,Class_4,S3,Stem,106
F583_Trichomerium,F583_Trichomerium,S3.106,Class_3,S3,Stem,106
F6_Cladosporium,F6_Cladosporium,S3.106,Class_2,S3,Stem,106
F61_o_Pleosporales,F61_o_Pleosporales,S3.106,Class_4,S3,Stem,106
F621_Nigrospora,F621_Nigrospora,S3.106,Class_4,S3,Stem,106
F712_Fusarium,F712_Fusarium,S3.106,Class_4,S3,Stem,106
F8_unidentified,F8_unidentified,S3.106,Class_2,S3,Stem,106
F81_Cladosporium,F81_Cladosporium,S3.106,Class_4,S3,Stem,106
F85_Fusarium,F85_Fusarium,S3.106,Class_4,S3,Stem,106
F923_o_NA,F923_o_NA,S3.106,Class_4,S3,Stem,106
F93_Gaeumannomyces,F93_Gaeumannomyces,S3.106,Class_4,S3,Stem,106
F990_f_Pleosporaceae,F990_f_Pleosporaceae,S3.106,Class_4,S3,Stem,106
F994_Dacryobolus,F994_Dacryobolus,S3.106,Class_4,S3,Stem,106
B1_Pantoea,B1_Pantoea,S3.120,Class_1,S3,Stem,120
B10_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,B10_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,S3.120,Class_4,S3,Stem,120
B100_Chitinophaga,B100_Chitinophaga,S3.120,Class_4,S3,Stem,120
B103_Burkholderia.Caballeronia.Paraburkholderia,B103_Burkholderia.Caballeronia.Paraburkholderia,S3.120,Class_3,S3,Stem,120
B1048_f_Burkholderiaceae,B1048_f_Burkholderiaceae,S3.120,Class_4,S3,Stem,120
B1068_f_Microbacteriaceae,B1068_f_Microbacteriaceae,S3.120,Class_4,S3,Stem,120
B11_Xanthomonas,B11_Xanthomonas,S3.120,Class_3,S3,Stem,120
B1117_Sphingoaurantiacus,B1117_Sphingoaurantiacus,S3.120,Class_3,S3,Stem,120
B1173_Devosia,B1173_Devosia,S3.120,Class_3,S3,Stem,120
B118_Oxalicibacterium,B118_Oxalicibacterium,S3.120,Class_4,S3,Stem,120
B12_Novosphingobium,B12_Novosphingobium,S3.120,Class_4,S3,Stem,120
B1256_Sphingomonas,B1256_Sphingomonas,S3.120,Class_3,S3,Stem,120
B127_Sphingobacterium,B127_Sphingobacterium,S3.120,Class_4,S3,Stem,120
