id,label,net_group,Class,Compartment,Tissue,Age
B1002_uncultured.bacterium,B1002_uncultured.bacterium,BS.48,Class_4,BS,Bulk soil,48
B1003_uncultured.bacterium,B1003_uncultured.bacterium,BS.48,Class_3,BS,Bulk soil,48
B1005_Candidatus.Udaeobacter,B1005_Candidatus.Udaeobacter,BS.48,Class_4,BS,Bulk soil,48
B1007_uncultured.bacterium,B1007_uncultured.bacterium,BS.48,Class_2,BS,Bulk soil,48
B1009_anaerobic.bacterium.MO.CFX2,B1009_anaerobic.bacterium.MO.CFX2,BS.48,Class_4,BS,Bulk soil,48
B1012_WCHB1.32,B1012_WCHB1.32,BS.48,Class_4,BS,Bulk soil,48
B1013_uncultured.soil.bacterium,B1013_uncultured.soil.bacterium,BS.48,Class_4,BS,Bulk soil,48
B1021_uncultured.delta.proteobacterium,B1021_uncultured.delta.proteobacterium,BS.48,Class_4,BS,Bulk soil,48
B1024_Flavisolibacter,B1024_Flavisolibacter,BS.48,Class_4,BS,Bulk soil,48
B1033_ADurb.Bin063.1,B1033_ADurb.Bin063.1,BS.48,Class_4,BS,Bulk soil,48
B1034_Mucilaginibacter,B1034_Mucilaginibacter,BS.48,Class_4,BS,Bulk soil,48
B1037_f_uncultured,B1037_f_uncultured,BS.48,Class_4,BS,Bulk soil,48
B1039_uncultured.prokaryote,B1039_uncultured.prokaryote,BS.48,Class_4,BS,Bulk soil,48
B104_uncultured.bacterium,B104_uncultured.bacterium,BS.48,Class_2,BS,Bulk soil,48
B105_Anaeromyxobacter,B105_Anaeromyxobacter,BS.48,Class_3,BS,Bulk soil,48
B1057_o_NA,B1057_o_NA,BS.48,Class_4,BS,Bulk soil,48
B1059_o_NA,B1059_o_NA,BS.48,Class_4,BS,Bulk soil,48
B1069_o_NA,B1069_o_NA,BS.48,Class_4,BS,Bulk soil,48
B108_Geobacter,B108_Geobacter,BS.48,Class_4,BS,Bulk soil,48
B1085_uncultured.prokaryote,B1085_uncultured.prokaryote,BS.48,Class_4,BS,Bulk soil,48
B1097_Bryobacter,B1097_Bryobacter,BS.48,Class_4,BS,Bulk soil,48
B1105_uncultured.prokaryote,B1105_uncultured.prokaryote,BS.48,Class_4,BS,Bulk soil,48
B112_uncultured.prokaryote,B112_uncultured.prokaryote,BS.48,Class_2,BS,Bulk soil,48
B1129_uncultured.soil.bacterium,B1129_uncultured.soil.bacterium,BS.48,Class_4,BS,Bulk soil,48
B113_o_RBG.13.54.9,B113_o_RBG.13.54.9,BS.48,Class_2,BS,Bulk soil,48
B1135_Massilia,B1135_Massilia,BS.48,Class_4,BS,Bulk soil,48
B114_Luteimonas,B114_Luteimonas,BS.48,Class_1,BS,Bulk soil,48
B1149_uncultured,B1149_uncultured,BS.48,Class_4,BS,Bulk soil,48
B1162_Conexibacter,B1162_Conexibacter,BS.48,Class_4,BS,Bulk soil,48
B1164_Singulisphaera,B1164_Singulisphaera,BS.48,Class_4,BS,Bulk soil,48
B117_o_NA,B117_o_NA,BS.48,Class_2,BS,Bulk soil,48
B1171_Sh765B.TzT.35,B1171_Sh765B.TzT.35,BS.48,Class_4,BS,Bulk soil,48
B1181_uncultured.bacterium,B1181_uncultured.bacterium,BS.48,Class_4,BS,Bulk soil,48
B1183_RB41,B1183_RB41,BS.48,Class_4,BS,Bulk soil,48
B119_Acidibacter,B119_Acidibacter,BS.48,Class_2,BS,Bulk soil,48
B1198_f_Streptomycetaceae,B1198_f_Streptomycetaceae,BS.48,Class_4,BS,Bulk soil,48
B1217_Ferruginibacter,B1217_Ferruginibacter,BS.48,Class_4,BS,Bulk soil,48
B1231_Fodinicola,B1231_Fodinicola,BS.48,Class_4,BS,Bulk soil,48
B124_Ellin6067,B124_Ellin6067,BS.48,Class_2,BS,Bulk soil,48
B1248_uncultured,B1248_uncultured,BS.48,Class_4,BS,Bulk soil,48
B126_Sphingomonas,B126_Sphingomonas,BS.48,Class_1,BS,Bulk soil,48
B1260_Ellin6067,B1260_Ellin6067,BS.48,Class_4,BS,Bulk soil,48
B1274_uncultured.soil.bacterium,B1274_uncultured.soil.bacterium,BS.48,Class_4,BS,Bulk soil,48
B128_Thiobacillus,B128_Thiobacillus,BS.48,Class_2,BS,Bulk soil,48
B1280_uncultured,B1280_uncultured,BS.48,Class_4,BS,Bulk soil,48
B129_ADurb.Bin063.1,B129_ADurb.Bin063.1,BS.48,Class_4,BS,Bulk soil,48
B1292_o_SBR1031,B1292_o_SBR1031,BS.48,Class_4,BS,Bulk soil,48
B1307_metagenome,B1307_metagenome,BS.48,Class_4,BS,Bulk soil,48
B1309_Candidatus.Solibacter,B1309_Candidatus.Solibacter,BS.48,Class_4,BS,Bulk soil,48
B131_Rhodanobacter,B131_Rhodanobacter,BS.48,Class_2,BS,Bulk soil,48
B1311_o_NA,B1311_o_NA,BS.48,Class_4,BS,Bulk soil,48
B132_f_Intrasporangiaceae,B132_f_Intrasporangiaceae,BS.48,Class_2,BS,Bulk soil,48
B1324_Gaiella,B1324_Gaiella,BS.48,Class_4,BS,Bulk soil,48
B133_uncultured.Desulfuromonadales.bacterium,B133_uncultured.Desulfuromonadales.bacterium,BS.48,Class_4,BS,Bulk soil,48
B1340_uncultured.Prosthecobacter.sp.,B1340_uncultured.Prosthecobacter.sp.,BS.48,Class_4,BS,Bulk soil,48
B1341_uncultured.soil.bacterium,B1341_uncultured.soil.bacterium,BS.48,Class_4,BS,Bulk soil,48
B1343_o_NA,B1343_o_NA,BS.48,Class_4,BS,Bulk soil,48
B1347_uncultured.prokaryote,B1347_uncultured.prokaryote,BS.48,Class_4,BS,Bulk soil,48
B1353_uncultured,B1353_uncultured,BS.48,Class_4,BS,Bulk soil,48
B1354_uncultured.soil.bacterium,B1354_uncultured.soil.bacterium,BS.48,Class_4,BS,Bulk soil,48
B1355_Bryobacter,B1355_Bryobacter,BS.48,Class_4,BS,Bulk soil,48
B136_Hydrogenispora,B136_Hydrogenispora,BS.48,Class_1,BS,Bulk soil,48
B1369_Lysobacter,B1369_Lysobacter,BS.48,Class_4,BS,Bulk soil,48
B1370_uncultured,B1370_uncultured,BS.48,Class_3,BS,Bulk soil,48
B1371_Reyranella,B1371_Reyranella,BS.48,Class_4,BS,Bulk soil,48
B139_RBG.16.58.14,B139_RBG.16.58.14,BS.48,Class_2,BS,Bulk soil,48
B1395_Candidatus.Solibacter,B1395_Candidatus.Solibacter,BS.48,Class_4,BS,Bulk soil,48
B140_f_Intrasporangiaceae,B140_f_Intrasporangiaceae,BS.48,Class_4,BS,Bulk soil,48
B1415_Variovorax,B1415_Variovorax,BS.48,Class_4,BS,Bulk soil,48
B142_Ellin6067,B142_Ellin6067,BS.48,Class_2,BS,Bulk soil,48
B1435_Phenylobacterium,B1435_Phenylobacterium,BS.48,Class_4,BS,Bulk soil,48
B1437_Geobacter,B1437_Geobacter,BS.48,Class_4,BS,Bulk soil,48
B145_uncultured.Chloroflexi.bacterium,B145_uncultured.Chloroflexi.bacterium,BS.48,Class_4,BS,Bulk soil,48
B1452_o_NA,B1452_o_NA,BS.48,Class_4,BS,Bulk soil,48
B1458_uncultured.Thermaerobacter.sp.,B1458_uncultured.Thermaerobacter.sp.,BS.48,Class_4,BS,Bulk soil,48
B146_uncultured.prokaryote,B146_uncultured.prokaryote,BS.48,Class_2,BS,Bulk soil,48
B1469_f_Intrasporangiaceae,B1469_f_Intrasporangiaceae,BS.48,Class_4,BS,Bulk soil,48
B1470_uncultured,B1470_uncultured,BS.48,Class_4,BS,Bulk soil,48
B1473_uncultured.soil.bacterium.PRR.12,B1473_uncultured.soil.bacterium.PRR.12,BS.48,Class_3,BS,Bulk soil,48
B1484_Marmoricola,B1484_Marmoricola,BS.48,Class_4,BS,Bulk soil,48
B150_RBG.16.58.14,B150_RBG.16.58.14,BS.48,Class_4,BS,Bulk soil,48
B151_Pseudolabrys,B151_Pseudolabrys,BS.48,Class_2,BS,Bulk soil,48
B1510_Candidatus.Koribacter,B1510_Candidatus.Koribacter,BS.48,Class_4,BS,Bulk soil,48
B1516_Haliangium,B1516_Haliangium,BS.48,Class_2,BS,Bulk soil,48
B152_Sideroxydans,B152_Sideroxydans,BS.48,Class_4,BS,Bulk soil,48
B1537_Anaerolinea,B1537_Anaerolinea,BS.48,Class_4,BS,Bulk soil,48
B1541_GOUTB8,B1541_GOUTB8,BS.48,Class_4,BS,Bulk soil,48
B1551_Anaerolinea,B1551_Anaerolinea,BS.48,Class_4,BS,Bulk soil,48
B1576_uncultured.soil.bacterium,B1576_uncultured.soil.bacterium,BS.48,Class_4,BS,Bulk soil,48
B158_uncultured.bacterium,B158_uncultured.bacterium,BS.48,Class_2,BS,Bulk soil,48
B160_Anaerolinea,B160_Anaerolinea,BS.48,Class_2,BS,Bulk soil,48
B1604_o_NA,B1604_o_NA,BS.48,Class_4,BS,Bulk soil,48
B1626_Subgroup.10,B1626_Subgroup.10,BS.48,Class_4,BS,Bulk soil,48
B163_uncultured,B163_uncultured,BS.48,Class_2,BS,Bulk soil,48
B1633_uncultured.bacterium.SJA.36,B1633_uncultured.bacterium.SJA.36,BS.48,Class_4,BS,Bulk soil,48
B1637_GOUTB8,B1637_GOUTB8,BS.48,Class_4,BS,Bulk soil,48
B1659_ADurb.Bin063.1,B1659_ADurb.Bin063.1,BS.48,Class_4,BS,Bulk soil,48
B167_Gemmatimonas,B167_Gemmatimonas,BS.48,Class_2,BS,Bulk soil,48
B1671_Conexibacter,B1671_Conexibacter,BS.48,Class_4,BS,Bulk soil,48
B168_uncultured.bacterium,B168_uncultured.bacterium,BS.48,Class_2,BS,Bulk soil,48
B170_Bryobacter,B170_Bryobacter,BS.48,Class_2,BS,Bulk soil,48
B171_uncultured.prokaryote,B171_uncultured.prokaryote,BS.48,Class_2,BS,Bulk soil,48
B1725_Candidatus.Solibacter,B1725_Candidatus.Solibacter,BS.48,Class_4,BS,Bulk soil,48
B173_uncultured.planctomycete,B173_uncultured.planctomycete,BS.48,Class_2,BS,Bulk soil,48
B174_f_Bacteroidetes.vadinHA17,B174_f_Bacteroidetes.vadinHA17,BS.48,Class_2,BS,Bulk soil,48
B1746_Candidatus.Nitrotoga,B1746_Candidatus.Nitrotoga,BS.48,Class_4,BS,Bulk soil,48
B1763_uncultured.bacterium,B1763_uncultured.bacterium,BS.48,Class_3,BS,Bulk soil,48
B1770_metagenome,B1770_metagenome,BS.48,Class_4,BS,Bulk soil,48
B1778_o_SJA.15,B1778_o_SJA.15,BS.48,Class_4,BS,Bulk soil,48
B178_Cryobacterium,B178_Cryobacterium,BS.48,Class_4,BS,Bulk soil,48
B1781_Gemmatimonas,B1781_Gemmatimonas,BS.48,Class_4,BS,Bulk soil,48
B1788_Leptolinea,B1788_Leptolinea,BS.48,Class_4,BS,Bulk soil,48
B1791_f_uncultured,B1791_f_uncultured,BS.48,Class_4,BS,Bulk soil,48
B180_o_NA,B180_o_NA,BS.48,Class_2,BS,Bulk soil,48
B1807_o_SBR1031,B1807_o_SBR1031,BS.48,Class_4,BS,Bulk soil,48
B181_uncultured.Planctomycetales.bacterium,B181_uncultured.Planctomycetales.bacterium,BS.48,Class_1,BS,Bulk soil,48
B1817_o_NA,B1817_o_NA,BS.48,Class_4,BS,Bulk soil,48
B1819_uncultured,B1819_uncultured,BS.48,Class_4,BS,Bulk soil,48
B184_f_Anaerolineaceae,B184_f_Anaerolineaceae,BS.48,Class_2,BS,Bulk soil,48
B185_ADurb.Bin063.1,B185_ADurb.Bin063.1,BS.48,Class_2,BS,Bulk soil,48
B188_Anaerosinus,B188_Anaerosinus,BS.48,Class_4,BS,Bulk soil,48
B1890_anaerobic.bacterium.MO.CFX2,B1890_anaerobic.bacterium.MO.CFX2,BS.48,Class_4,BS,Bulk soil,48
B1895_Aquisphaera,B1895_Aquisphaera,BS.48,Class_4,BS,Bulk soil,48
B1904_Blastococcus,B1904_Blastococcus,BS.48,Class_4,BS,Bulk soil,48
B194_o_OPB41,B194_o_OPB41,BS.48,Class_2,BS,Bulk soil,48
B195_uncultured.soil.bacterium,B195_uncultured.soil.bacterium,BS.48,Class_2,BS,Bulk soil,48
B1951_Candidatus.Omnitrophus,B1951_Candidatus.Omnitrophus,BS.48,Class_4,BS,Bulk soil,48
B1953_uncultured.Firmicutes.bacterium,B1953_uncultured.Firmicutes.bacterium,BS.48,Class_4,BS,Bulk soil,48
B196_Anaeromyxobacter,B196_Anaeromyxobacter,BS.48,Class_4,BS,Bulk soil,48
B199_f_Nocardioidaceae,B199_f_Nocardioidaceae,BS.48,Class_2,BS,Bulk soil,48
B1993_o_NA,B1993_o_NA,BS.48,Class_4,BS,Bulk soil,48
B1998_uncultured.bacterium.KF.JG30.B11,B1998_uncultured.bacterium.KF.JG30.B11,BS.48,Class_4,BS,Bulk soil,48
B201_Massilia,B201_Massilia,BS.48,Class_4,BS,Bulk soil,48
B204_Syntrophobacter,B204_Syntrophobacter,BS.48,Class_2,BS,Bulk soil,48
B2046_f_WD2101.soil.group,B2046_f_WD2101.soil.group,BS.48,Class_4,BS,Bulk soil,48
B205_uncultured.prokaryote,B205_uncultured.prokaryote,BS.48,Class_2,BS,Bulk soil,48
B2056_uncultured.bacterium,B2056_uncultured.bacterium,BS.48,Class_4,BS,Bulk soil,48
B206_uncultured.bacterium,B206_uncultured.bacterium,BS.48,Class_2,BS,Bulk soil,48
B207_Geobacter,B207_Geobacter,BS.48,Class_4,BS,Bulk soil,48
B2105_uncultured.bacterium,B2105_uncultured.bacterium,BS.48,Class_4,BS,Bulk soil,48
B211_o_SBR1031,B211_o_SBR1031,BS.48,Class_2,BS,Bulk soil,48
B2129_o_S085,B2129_o_S085,BS.48,Class_4,BS,Bulk soil,48
B2149_f_SB.5,B2149_f_SB.5,BS.48,Class_4,BS,Bulk soil,48
B215_Nakamurella,B215_Nakamurella,BS.48,Class_2,BS,Bulk soil,48
B216_uncultured,B216_uncultured,BS.48,Class_2,BS,Bulk soil,48
B2171_Ellin6067,B2171_Ellin6067,BS.48,Class_4,BS,Bulk soil,48
B218_RBG.16.58.14,B218_RBG.16.58.14,BS.48,Class_2,BS,Bulk soil,48
B2205_uncultured,B2205_uncultured,BS.48,Class_4,BS,Bulk soil,48
B223_uncultured.Sphingobacteriales.bacterium,B223_uncultured.Sphingobacteriales.bacterium,BS.48,Class_2,BS,Bulk soil,48
B225_uncultured.bacterium,B225_uncultured.bacterium,BS.48,Class_2,BS,Bulk soil,48
B231_Geobacter,B231_Geobacter,BS.48,Class_4,BS,Bulk soil,48
B2345_Iamia,B2345_Iamia,BS.48,Class_4,BS,Bulk soil,48
B236_o_SBR1031,B236_o_SBR1031,BS.48,Class_2,BS,Bulk soil,48
B237_f_Micrococcaceae,B237_f_Micrococcaceae,BS.48,Class_4,BS,Bulk soil,48
B238_uncultured.Iamiaceae.bacterium,B238_uncultured.Iamiaceae.bacterium,BS.48,Class_2,BS,Bulk soil,48
B2406_uncultured.Bellilinea.sp.,B2406_uncultured.Bellilinea.sp.,BS.48,Class_4,BS,Bulk soil,48
B241_uncultured,B241_uncultured,BS.48,Class_4,BS,Bulk soil,48
B242_Anaeromyxobacter,B242_Anaeromyxobacter,BS.48,Class_4,BS,Bulk soil,48
B2425_uncultured,B2425_uncultured,BS.48,Class_3,BS,Bulk soil,48
B244_f_Xanthobacteraceae,B244_f_Xanthobacteraceae,BS.48,Class_4,BS,Bulk soil,48
B2447_uncultured.Sphingobacteriales.bacterium,B2447_uncultured.Sphingobacteriales.bacterium,BS.48,Class_4,BS,Bulk soil,48
B245_f_Xanthobacteraceae,B245_f_Xanthobacteraceae,BS.48,Class_2,BS,Bulk soil,48
B247_uncultured,B247_uncultured,BS.48,Class_2,BS,Bulk soil,48
B249_Thiobacillus,B249_Thiobacillus,BS.48,Class_2,BS,Bulk soil,48
B2496_uncultured.bacterium,B2496_uncultured.bacterium,BS.48,Class_4,BS,Bulk soil,48
B25_uncultured.prokaryote,B25_uncultured.prokaryote,BS.48,Class_2,BS,Bulk soil,48
B250_o_RBG.13.54.9,B250_o_RBG.13.54.9,BS.48,Class_2,BS,Bulk soil,48
B251_uncultured.Bellilinea.sp.,B251_uncultured.Bellilinea.sp.,BS.48,Class_2,BS,Bulk soil,48
B253_uncultured,B253_uncultured,BS.48,Class_2,BS,Bulk soil,48
B255_Reyranella,B255_Reyranella,BS.48,Class_2,BS,Bulk soil,48
B2557_uncultured.prokaryote,B2557_uncultured.prokaryote,BS.48,Class_4,BS,Bulk soil,48
B256_uncultured.Gemmatimonadetes.bacterium,B256_uncultured.Gemmatimonadetes.bacterium,BS.48,Class_2,BS,Bulk soil,48
B258_ADurb.Bin063.1,B258_ADurb.Bin063.1,BS.48,Class_2,BS,Bulk soil,48
B262_uncultured,B262_uncultured,BS.48,Class_2,BS,Bulk soil,48
B2630_ADurb.Bin063.1,B2630_ADurb.Bin063.1,BS.48,Class_4,BS,Bulk soil,48
B268_uncultured,B268_uncultured,BS.48,Class_1,BS,Bulk soil,48
B270_Oryzihumus,B270_Oryzihumus,BS.48,Class_4,BS,Bulk soil,48
B273_Syntrophobacter,B273_Syntrophobacter,BS.48,Class_2,BS,Bulk soil,48
B274_Porphyrobacter,B274_Porphyrobacter,BS.48,Class_2,BS,Bulk soil,48
B2753_Aquisphaera,B2753_Aquisphaera,BS.48,Class_4,BS,Bulk soil,48
B2808_RBG.16.58.14,B2808_RBG.16.58.14,BS.48,Class_4,BS,Bulk soil,48
B283_uncultured.Thermaerobacter.sp.,B283_uncultured.Thermaerobacter.sp.,BS.48,Class_2,BS,Bulk soil,48
B2841_o_RBG.13.54.9,B2841_o_RBG.13.54.9,BS.48,Class_4,BS,Bulk soil,48
B291_uncultured,B291_uncultured,BS.48,Class_2,BS,Bulk soil,48
B2910_Haliangium,B2910_Haliangium,BS.48,Class_4,BS,Bulk soil,48
B292_uncultured,B292_uncultured,BS.48,Class_2,BS,Bulk soil,48
B294_Geothrix,B294_Geothrix,BS.48,Class_4,BS,Bulk soil,48
B2947_o_NA,B2947_o_NA,BS.48,Class_4,BS,Bulk soil,48
B2963_uncultured.bacterium,B2963_uncultured.bacterium,BS.48,Class_4,BS,Bulk soil,48
B300_Gemmatimonas,B300_Gemmatimonas,BS.48,Class_2,BS,Bulk soil,48
B304_Ignavibacterium,B304_Ignavibacterium,BS.48,Class_2,BS,Bulk soil,48
B305_f_uncultured,B305_f_uncultured,BS.48,Class_2,BS,Bulk soil,48
B3057_uncultured,B3057_uncultured,BS.48,Class_4,BS,Bulk soil,48
B3060_Desulfovirga,B3060_Desulfovirga,BS.48,Class_4,BS,Bulk soil,48
B3099_f_Burkholderiaceae,B3099_f_Burkholderiaceae,BS.48,Class_4,BS,Bulk soil,48
B311_Anaeromyxobacter,B311_Anaeromyxobacter,BS.48,Class_4,BS,Bulk soil,48
B315_uncultured.Gemmatimonadetes.bacterium,B315_uncultured.Gemmatimonadetes.bacterium,BS.48,Class_2,BS,Bulk soil,48
B316_uncultured.Thermaerobacter.sp.,B316_uncultured.Thermaerobacter.sp.,BS.48,Class_2,BS,Bulk soil,48
B319_anaerobic.bacterium.MO.CFX2,B319_anaerobic.bacterium.MO.CFX2,BS.48,Class_2,BS,Bulk soil,48
B3206_Haliangium,B3206_Haliangium,BS.48,Class_4,BS,Bulk soil,48
B322_RB41,B322_RB41,BS.48,Class_2,BS,Bulk soil,48
B323_Anaeromyxobacter,B323_Anaeromyxobacter,BS.48,Class_4,BS,Bulk soil,48
B336_Anaerolinea,B336_Anaerolinea,BS.48,Class_4,BS,Bulk soil,48
B339_Noviherbaspirillum,B339_Noviherbaspirillum,BS.48,Class_4,BS,Bulk soil,48
B3394_uncultured,B3394_uncultured,BS.48,Class_4,BS,Bulk soil,48
B3403_Rhodovastum,B3403_Rhodovastum,BS.48,Class_4,BS,Bulk soil,48
B341_uncultured,B341_uncultured,BS.48,Class_2,BS,Bulk soil,48
B346_uncultured,B346_uncultured,BS.48,Class_2,BS,Bulk soil,48
B348_uncultured.soil.bacterium,B348_uncultured.soil.bacterium,BS.48,Class_2,BS,Bulk soil,48
B350_Candidatus.Solibacter,B350_Candidatus.Solibacter,BS.48,Class_2,BS,Bulk soil,48
B352_o_NA,B352_o_NA,BS.48,Class_1,BS,Bulk soil,48
B3531_Candidatus.Solibacter,B3531_Candidatus.Solibacter,BS.48,Class_4,BS,Bulk soil,48
B355_Desulfobacca,B355_Desulfobacca,BS.48,Class_2,BS,Bulk soil,48
B360_o_SBR1031,B360_o_SBR1031,BS.48,Class_2,BS,Bulk soil,48
B361_uncultured.bacterium.126,B361_uncultured.bacterium.126,BS.48,Class_2,BS,Bulk soil,48
B363_uncultured,B363_uncultured,BS.48,Class_2,BS,Bulk soil,48
B375_Sphingomonas,B375_Sphingomonas,BS.48,Class_4,BS,Bulk soil,48
B378_f_WD2101.soil.group,B378_f_WD2101.soil.group,BS.48,Class_2,BS,Bulk soil,48
B379_f_Micrococcaceae,B379_f_Micrococcaceae,BS.48,Class_4,BS,Bulk soil,48
B38_uncultured.prokaryote,B38_uncultured.prokaryote,BS.48,Class_2,BS,Bulk soil,48
B380_f_Micrococcaceae,B380_f_Micrococcaceae,BS.48,Class_4,BS,Bulk soil,48
B3803_uncultured.bacterium,B3803_uncultured.bacterium,BS.48,Class_4,BS,Bulk soil,48
B383_uncultured.bacterium,B383_uncultured.bacterium,BS.48,Class_4,BS,Bulk soil,48
B388_Mycobacterium,B388_Mycobacterium,BS.48,Class_2,BS,Bulk soil,48
B395_f_uncultured,B395_f_uncultured,BS.48,Class_4,BS,Bulk soil,48
B396_o_RCP2.54,B396_o_RCP2.54,BS.48,Class_2,BS,Bulk soil,48
B402_uncultured.soil.bacterium,B402_uncultured.soil.bacterium,BS.48,Class_2,BS,Bulk soil,48
B404_f_Lentimicrobiaceae,B404_f_Lentimicrobiaceae,BS.48,Class_2,BS,Bulk soil,48
B411_uncultured.prokaryote,B411_uncultured.prokaryote,BS.48,Class_4,BS,Bulk soil,48
B413_f_Micrococcaceae,B413_f_Micrococcaceae,BS.48,Class_2,BS,Bulk soil,48
B414_uncultured.Desulfovirga.sp.,B414_uncultured.Desulfovirga.sp.,BS.48,Class_2,BS,Bulk soil,48
B415_uncultured.prokaryote,B415_uncultured.prokaryote,BS.48,Class_2,BS,Bulk soil,48
B417_Desulfobacca,B417_Desulfobacca,BS.48,Class_4,BS,Bulk soil,48
B418_f_SC.I.84,B418_f_SC.I.84,BS.48,Class_4,BS,Bulk soil,48
B421_Gaiella,B421_Gaiella,BS.48,Class_4,BS,Bulk soil,48
B427_uncultured.Gemmatimonadetes.bacterium,B427_uncultured.Gemmatimonadetes.bacterium,BS.48,Class_4,BS,Bulk soil,48
B431_Leptolinea,B431_Leptolinea,BS.48,Class_4,BS,Bulk soil,48
B4384_Luedemannella,B4384_Luedemannella,BS.48,Class_4,BS,Bulk soil,48
B44_f_Xanthobacteraceae,B44_f_Xanthobacteraceae,BS.48,Class_2,BS,Bulk soil,48
B440_Anaerolinea,B440_Anaerolinea,BS.48,Class_2,BS,Bulk soil,48
B442_uncultured,B442_uncultured,BS.48,Class_4,BS,Bulk soil,48
B443_RBG.16.58.14,B443_RBG.16.58.14,BS.48,Class_4,BS,Bulk soil,48
B444_f_Fimbriimonadaceae,B444_f_Fimbriimonadaceae,BS.48,Class_2,BS,Bulk soil,48
B446_Pajaroellobacter,B446_Pajaroellobacter,BS.48,Class_4,BS,Bulk soil,48
B447_ADurb.Bin063.1,B447_ADurb.Bin063.1,BS.48,Class_4,BS,Bulk soil,48
B450_uncultured.prokaryote,B450_uncultured.prokaryote,BS.48,Class_4,BS,Bulk soil,48
B454_uncultured,B454_uncultured,BS.48,Class_2,BS,Bulk soil,48
B4554_Gaiella,B4554_Gaiella,BS.48,Class_4,BS,Bulk soil,48
B456_f_Bacteroidetes.vadinHA17,B456_f_Bacteroidetes.vadinHA17,BS.48,Class_2,BS,Bulk soil,48
B457_uncultured.Archangiaceae.bacterium,B457_uncultured.Archangiaceae.bacterium,BS.48,Class_4,BS,Bulk soil,48
B4579_f_uncultured,B4579_f_uncultured,BS.48,Class_4,BS,Bulk soil,48
B458_uncultured.prokaryote,B458_uncultured.prokaryote,BS.48,Class_4,BS,Bulk soil,48
B459_uncultured,B459_uncultured,BS.48,Class_2,BS,Bulk soil,48
B4622_uncultured,B4622_uncultured,BS.48,Class_4,BS,Bulk soil,48
B469_uncultured.bacterium,B469_uncultured.bacterium,BS.48,Class_4,BS,Bulk soil,48
B47_metagenome,B47_metagenome,BS.48,Class_1,BS,Bulk soil,48
B470_o_Chthonomonadales,B470_o_Chthonomonadales,BS.48,Class_2,BS,Bulk soil,48
B472_Haliangium,B472_Haliangium,BS.48,Class_4,BS,Bulk soil,48
B474_Gemmatimonas,B474_Gemmatimonas,BS.48,Class_4,BS,Bulk soil,48
B4799_Mucilaginibacter,B4799_Mucilaginibacter,BS.48,Class_4,BS,Bulk soil,48
B480_Pseudomonas,B480_Pseudomonas,BS.48,Class_4,BS,Bulk soil,48
B488_uncultured.prokaryote,B488_uncultured.prokaryote,BS.48,Class_4,BS,Bulk soil,48
B49_Anaerolinea,B49_Anaerolinea,BS.48,Class_2,BS,Bulk soil,48
B499_uncultured,B499_uncultured,BS.48,Class_4,BS,Bulk soil,48
B50_Thiobacillus,B50_Thiobacillus,BS.48,Class_2,BS,Bulk soil,48
B505_Haliangium,B505_Haliangium,BS.48,Class_4,BS,Bulk soil,48
B506_uncultured.eubacterium.WCHB1.50,B506_uncultured.eubacterium.WCHB1.50,BS.48,Class_4,BS,Bulk soil,48
B508_Phenylobacterium,B508_Phenylobacterium,BS.48,Class_4,BS,Bulk soil,48
B509_o_SBR1031,B509_o_SBR1031,BS.48,Class_2,BS,Bulk soil,48
B51_Anaerolinea,B51_Anaerolinea,BS.48,Class_2,BS,Bulk soil,48
B514_Terrabacter,B514_Terrabacter,BS.48,Class_4,BS,Bulk soil,48
B520_AKIW659,B520_AKIW659,BS.48,Class_4,BS,Bulk soil,48
B522_uncultured.soil.bacterium,B522_uncultured.soil.bacterium,BS.48,Class_4,BS,Bulk soil,48
B523_Thiobacillus,B523_Thiobacillus,BS.48,Class_4,BS,Bulk soil,48
B53_f_SC.I.84,B53_f_SC.I.84,BS.48,Class_2,BS,Bulk soil,48
B531_Syntrophus,B531_Syntrophus,BS.48,Class_3,BS,Bulk soil,48
B534_Thiobacillus,B534_Thiobacillus,BS.48,Class_4,BS,Bulk soil,48
B537_uncultured.prokaryote,B537_uncultured.prokaryote,BS.48,Class_4,BS,Bulk soil,48
B538_f_SC.I.84,B538_f_SC.I.84,BS.48,Class_2,BS,Bulk soil,48
B539_uncultured,B539_uncultured,BS.48,Class_3,BS,Bulk soil,48
B544_uncultured.Sorangiineae.bacterium,B544_uncultured.Sorangiineae.bacterium,BS.48,Class_4,BS,Bulk soil,48
B549_uncultured,B549_uncultured,BS.48,Class_4,BS,Bulk soil,48
B55_Sideroxydans,B55_Sideroxydans,BS.48,Class_2,BS,Bulk soil,48
B551_o_NA,B551_o_NA,BS.48,Class_2,BS,Bulk soil,48
B552_Thiobacillus,B552_Thiobacillus,BS.48,Class_4,BS,Bulk soil,48
B554_f_WD2101.soil.group,B554_f_WD2101.soil.group,BS.48,Class_2,BS,Bulk soil,48
B555_uncultured.organism,B555_uncultured.organism,BS.48,Class_4,BS,Bulk soil,48
B563_uncultured.eubacterium.WCHB1.50,B563_uncultured.eubacterium.WCHB1.50,BS.48,Class_2,BS,Bulk soil,48
B565_uncultured,B565_uncultured,BS.48,Class_4,BS,Bulk soil,48
B567_Mycobacterium,B567_Mycobacterium,BS.48,Class_4,BS,Bulk soil,48
B571_uncultured.eubacterium.WCHB1.50,B571_uncultured.eubacterium.WCHB1.50,BS.48,Class_4,BS,Bulk soil,48
